report_id,page,ordinal,publication_date,title,company,ticker,exchange,symbol,pdf_filename,pdf_url,report_current_price,bear_target,base_target,bull_target,target_price_local,target_price,target_currency,price_currency,display_currency,markdown_filename,report_current_price_krw,bear_target_krw,base_target_krw,bull_target_krw,target_price_krw
fbe02b1043f0d699,8,10,2023-11-22,"Equity Research, Lonza Group AG",Lonza Group AG,LONN,SIX,LONN.SW,2023-11-22_equity-research-lonza-group-ag.pdf,http://snusmic.com/wp-content/uploads/2023/11/23_2_3주차_수정보고서_2팀_Lonza_Group_AG.pdf,353.3,,465.4,,465.4,602781.3987304687,USD,CHF,KRW,2023-11-22_equity-research-lonza-group-ag.md,516433.7326453626,,602781.3987304687,,602781.3987304687
da12e3c3bae88ce4,8,9,2023-11-22,"Equity Research, Vertiv Holdings Co.",Vertiv Holdings Co.,VRT,NYSE,VRT,2023-11-22_equity-research-vertiv-holdings-co.pdf,http://snusmic.com/wp-content/uploads/2023/11/23_2_3주차_수정보고서_3팀_Vertiv_Holdings_Co.pdf,42.84,,61.97,123.7,61.97,80262.92066894531,USD,USD,KRW,2023-11-22_equity-research-vertiv-holdings-co.md,56366.6668428909,,80262.92066894531,160214.99575195313,80262.92066894531
0a40bcf46e0943e2,8,5,2023-12-06,"Equity Research, 동진쎄미켐",동진쎄미켐,005290,KRX,005290.KS,2023-12-06_equity-research-동진쎄미켐.pdf,http://snusmic.com/wp-content/uploads/2023/12/23-2-4주차-수정보고서_2팀-동진쎄미켐.pdf,37350.0,,62950.0,,62950.0,62950.0,KRW,KRW,KRW,2023-12-06_equity-research-동진쎄미켐.md,38850.0,,62950.0,,62950.0
92643927fee85122,8,3,2023-12-06,"Equity Research, 화승인더",화승인더,006060,KRX,006060.KS,2023-12-06_equity-research-화승인더-2.pdf,http://snusmic.com/wp-content/uploads/2023/12/23-2-4주차-수정보고서_4팀_화승인더.pdf,3505.0,,6700.0,,6700.0,6700.0,KRW,KRW,KRW,2023-12-06_equity-research-화승인더-2.md,3465.0,,6700.0,,6700.0
75992ff623ba9595,8,4,2023-12-06,"Equity Research, 아난티",아난티,025980,KRX,025980.KS,2023-12-06_equity-research-아난티.pdf,http://snusmic.com/wp-content/uploads/2023/12/23_2_4주차-수정보고서_3팀-아난티.pdf,6520.0,,12700.0,,12700.0,12700.0,KRW,KRW,KRW,2023-12-06_equity-research-아난티.md,6600.0,,12700.0,,12700.0
d4ba690c3e947667,8,6,2023-12-06,"Equity Research, 비에이치",비에이치,090460,KRX,090460.KS,2023-12-06_equity-research-비에이치-2.pdf,http://snusmic.com/wp-content/uploads/2023/12/23-2-4주차-수정보고서_1팀-비에이치.pdf,21250.0,,31000.0,,31000.0,31000.0,KRW,KRW,KRW,2023-12-06_equity-research-비에이치-2.md,21800.0,,31000.0,,31000.0
bd5e608c215eaeca,8,2,2023-12-06,"Equity Research, 코스맥스",코스맥스,192820,KRX,192820.KQ,2023-12-06_equity-research-코스맥스-2.pdf,http://snusmic.com/wp-content/uploads/2023/12/23-2-4주차-수정보고서_5팀-코스맥스.pdf,112500.0,,142000.0,,142000.0,142000.0,KRW,KRW,KRW,2023-12-06_equity-research-코스맥스-2.md,121000.0,,142000.0,,142000.0
eab6d16b4801cbab,7,9,2024-04-17,"Equity Research, 현대차",현대차,005380,KRX,005380.KS,2024-04-17_equity-research-현대차-2.pdf,http://snusmic.com/wp-content/uploads/2024/04/24-1-1주차-수정보고서_5팀-현대차.pdf,238000.0,,314900.0,,314900.0,314900.0,KRW,KRW,KRW,2024-04-17_equity-research-현대차-2.md,233500.0,,314900.0,,314900.0
108b6ae8eaaef53f,7,12,2024-04-17,"Equity Research, 한화오션",한화오션,042660,KRX,042660.KS,2024-04-17_equity-research-한화오션.pdf,http://snusmic.com/wp-content/uploads/2024/04/24_1_1주차_수정보고서_2팀_한화오션.pdf,28500.0,,50100.0,54500.0,50100.0,50100.0,KRW,KRW,KRW,2024-04-17_equity-research-한화오션.md,29000.0,,50100.0,54500.0,50100.0
c758439a5ed2e5e2,7,11,2024-04-17,"Equity Research, 한전기술",한전기술,052690,KRX,052690.KS,2024-04-17_equity-research-한전기술-2.pdf,http://snusmic.com/wp-content/uploads/2024/04/24_1_1주차_수정보고서_3팀_한전기술.pdf,58800.0,,95000.0,,95000.0,95000.0,KRW,KRW,KRW,2024-04-17_equity-research-한전기술-2.md,54400.0,,95000.0,,95000.0
815a6cdb5deebcee,8,1,2024-04-17,"Equity Research, 한양디지텍",한양디지텍,078350,KRX,078350.KS,2024-04-17_equity-research-한양디지텍.pdf,http://snusmic.com/wp-content/uploads/2024/04/24_1_1주차_수정보고서_1팀_한양디지텍.pdf,22200.0,,47800.0,,47800.0,47800.0,KRW,KRW,KRW,2024-04-17_equity-research-한양디지텍.md,22500.0,,47800.0,,47800.0
eaed9130d36ca95a,7,10,2024-04-17,"Equity Research, 에스티팜",에스티팜,237690,KRX,237690.KS,2024-04-17_equity-research-에스티팜-3.pdf,http://snusmic.com/wp-content/uploads/2024/04/24_1_1주차_수정보고서_4팀_에스티팜.pdf,83300.0,,114301.0,201602.0,114301.0,114301.0,KRW,KRW,KRW,2024-04-17_equity-research-에스티팜-3.md,80900.0,,114301.0,201602.0,114301.0
1123a2dc2dbb8d41,7,5,2024-05-09,"Equity Research, 율촌화학",율촌화학,008730,KRX,008730.KS,2024-05-09_equity-research-율촌화학.pdf,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_4팀_율촌화학.pdf,32350.0,,69000.0,,69000.0,69000.0,KRW,KRW,KRW,2024-05-09_equity-research-율촌화학.md,32750.0,,69000.0,,69000.0
1aacabe219c6c77f,7,4,2024-05-09,"Equity Research, 롯데관광개발",롯데관광개발,032350,KRX,032350.KS,2024-05-09_equity-research-롯데관광개발.pdf,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_5팀_롯데관광개발.pdf,10150.0,,19220.0,,19220.0,19220.0,KRW,KRW,KRW,2024-05-09_equity-research-롯데관광개발.md,9830.0,,19220.0,,19220.0
8a481207b076b246,7,7,2024-05-09,"Equity Research, 데브시스터즈",데브시스터즈,194480,KRX,194480.KS,2024-05-09_equity-research-데브시스터즈-2.pdf,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_2팀_데브시스터즈.pdf,47100.0,,87700.0,,87700.0,87700.0,KRW,KRW,KRW,2024-05-09_equity-research-데브시스터즈-2.md,50800.0,,87700.0,,87700.0
a017cf5e1632ec55,7,6,2024-05-09,"Equity Research, 알테오젠",알테오젠,196170,KRX,196170.KQ,2024-05-09_equity-research-알테오젠.pdf,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_3팀_알테오젠.pdf,180800.0,,242200.0,,242200.0,242200.0,KRW,KRW,KRW,2024-05-09_equity-research-알테오젠.md,169900.0,,242200.0,,242200.0
eb44cf3ac8eafd19,7,8,2024-05-09,"Equity Research, 에이피알",에이피알,278470,KRX,278470.KS,2024-05-09_equity-research-에이피알.pdf,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_1팀_에이피알.pdf,297000.0,,414000.0,,414000.0,414000.0,KRW,KRW,KRW,2024-05-09_equity-research-에이피알.md,64000.0,,414000.0,,414000.0
e005eed4860624ce,6,12,2024-05-24,"Equity Research, OSAKA Titanium Technologies Co.,Ltd.","OSAKA Titanium Technologies Co.,Ltd.",5726,TYO,5726.T,2024-05-24_equity-research-osaka-titanium-technologies-co-ltd.pdf,http://snusmic.com/wp-content/uploads/2024/05/24-1-3주차-수정보고서_4팀-OSAKA-Titanium-Technologies-Co.Ltd_..pdf,2490.0,,4300.0,,4300.0,37464.265060424805,JPY,JPY,KRW,2024-05-24_equity-research-osaka-titanium-technologies-co-ltd.md,20169.714794158936,,37464.265060424805,,37464.265060424805
6f0d46fdbcce588e,7,2,2024-05-24,"Equity Research, Fluence Energy Inc.",Fluence Energy Inc.,FLNC,NASDAQ,FLNC,2024-05-24_equity-research-fluence-energy-inc.pdf,http://snusmic.com/wp-content/uploads/2024/05/24_1_3주차_수정보고서_2팀_Fluence_Energy_Inc.pdf,18.24,,32.89,,32.89,44981.021639404295,USD,USD,KRW,2024-05-24_equity-research-fluence-energy-inc.md,31797.16488647461,,44981.021639404295,,44981.021639404295
