account_id,label,kind,final_equity_krw,final_cash_krw,final_holdings_value_krw,money_weighted_return,cagr,max_drawdown,trade_count,open_positions,sharpe,sortino
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap25_midcontrib_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 25 Mid-Month Contribution,account,602126502.8181,6019997.6541,596106505.164,0.6979,0.3839,0.2603,147.0,5.0,1.1443,1.7316
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap18_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 18,account,610571396.0215,4015555.6393,606555840.3823,0.6975,0.3875,0.2499,148.0,5.0,1.153,1.7486
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25,account,609236771.2618,4047513.7693,605189257.4926,0.6966,0.3869,0.2499,147.0,5.0,1.1471,1.74
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap30_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 30,account,609236771.2618,4047513.7693,605189257.4926,0.6966,0.3869,0.2499,147.0,5.0,1.1471,1.74
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim30cap25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 30 Cap 25,account,609001319.8082,4005962.3156,604995357.4926,0.6964,0.3868,0.2499,149.0,5.0,1.1475,1.7417
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit50_mixedentry_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 50 Mixed Entry,account,608188390.4941,4017758.7949,604170631.6992,0.6958,0.3865,0.2499,144.0,5.0,1.1454,1.7362
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry,account,608188390.4941,4017758.7949,604170631.6992,0.6958,0.3865,0.2499,144.0,5.0,1.1454,1.7362
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap35_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 35,account,608188390.4941,4017758.7949,604170631.6992,0.6958,0.3865,0.2499,144.0,5.0,1.1454,1.7362
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim35_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 35,account,608134546.1508,4006064.4516,604128481.6992,0.6958,0.3865,0.2499,145.0,5.0,1.1454,1.7361
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap25_vol45_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 25 Vol 45,account,607071190.3811,4020459.5268,603050730.8542,0.6951,0.386,0.2499,149.0,5.0,1.1475,1.7398
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim20_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 20,account,606178469.1995,4061939.087,602116530.1125,0.6945,0.3856,0.2499,153.0,5.0,1.1471,1.736
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim20cap25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 20 Cap 25,account,600710760.9844,4386130.027,596324630.9574,0.6907,0.3833,0.2499,159.0,5.0,1.1488,1.7357
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap15_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 15,account,597179512.5021,4039803.8055,593139708.6966,0.6882,0.3818,0.2499,150.0,5.0,1.1426,1.7305
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap25_slip25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 25 Slip 25,account,591876881.537,4044697.3029,587832184.2341,0.6845,0.3795,0.2522,149.0,5.0,1.1341,1.7204
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trail35_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail 35,account,591331088.8554,4050180.4147,587280908.4408,0.6841,0.3793,0.2561,142.0,5.0,1.1317,1.7151
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit75_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 75,account,578715878.8148,4031570.2708,574684308.5439,0.6751,0.3738,0.2489,145.0,5.0,1.1141,1.6647
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit50_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 50,account,573851655.013,4052445.6241,569799209.3889,0.6716,0.3717,0.2489,145.0,5.0,1.1104,1.6572
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_candidate_dualrank_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Candidate Dual Rank,account,573845761.636,4004402.247,569841359.3889,0.6716,0.3717,0.2499,142.0,5.0,1.1107,1.6583
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap25_slip50_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 25 Slip 50,account,571601864.7993,4005581.2038,567596283.5955,0.6699,0.3707,0.2552,147.0,5.0,1.1152,1.6909
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit50_slip25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 50 Slip 25,account,552083166.0466,4021753.2778,548061412.7688,0.6555,0.3619,0.2525,145.0,5.0,1.0895,1.625
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_slip25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Slip 25,account,552083166.0466,4021753.2778,548061412.7688,0.6555,0.3619,0.2525,145.0,5.0,1.0895,1.625
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trail25_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail 25,account,544467601.5355,4031069.1269,540436532.4086,0.6498,0.3584,0.2499,146.0,5.0,1.0932,1.6451
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit50_slip50_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 50 Slip 50,account,531074970.2248,4023054.0761,527051916.1487,0.6395,0.3521,0.2548,145.0,5.0,1.0689,1.5942
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_slip50_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Slip 50,account,531074970.2248,4023054.0761,527051916.1487,0.6395,0.3521,0.2548,145.0,5.0,1.0689,1.5942
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap25_top3,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 25 Top 3,account,469375964.5604,31898564.5604,437477400.0,0.5888,0.3216,0.2586,106.0,3.0,0.9243,1.4189
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_ret3m20_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry 3M 20,account,456477320.8677,4036966.92,452440353.9477,0.5775,0.3148,0.284,148.0,4.0,0.9092,1.3817
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_top7,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Top 7,account,439259518.3755,4030814.191,435228704.1845,0.5619,0.3055,0.2741,188.0,6.0,0.9962,1.456
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_high10_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry High 10,account,433221126.3516,4051677.4434,429169448.9083,0.5563,0.3021,0.2371,137.0,5.0,0.97,1.4271
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_trailtrim25cap25_top7,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Trail Trim 25 Cap 25 Top 7,account,414985926.4081,4010920.4305,410975005.9776,0.5389,0.2918,0.2741,192.0,6.0,0.9654,1.4199
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_top3,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Top 3,account,386995547.1133,4027248.9622,382968298.1511,0.5108,0.2752,0.2449,103.0,3.0,0.8365,1.3284
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_confirm10_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Confirm 10,account,349856580.5945,4262058.2631,345594522.3313,0.4706,0.2517,0.3403,54.0,3.0,0.772,1.071
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_delay1_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Delay 1,account,323070850.8712,8270950.8712,314799900.0,0.4391,0.2333,0.1773,94.0,4.0,0.9146,1.3361
pit_trend_quarterly_fresh540_runwinners_weeklycap45_profit60_mixedentry_confirm5_top5,PIT Trend Quarterly Fresh 540 Run Winners Weekly 45 Cap Profit 60 Mixed Entry Confirm 5,account,287842794.7155,4772264.8787,283070529.8368,0.3936,0.2073,0.3444,39.0,2.0,0.6746,0.9008
benchmark_qqq,QQQ (NASDAQ-100),benchmark,223150483.2831,484324.3153,222666158.9678,0.2945,0.1517,0.1856,66.0,1.0,0.6848,0.9745
benchmark_spy,SPY (S&P 500),benchmark,189472298.2543,150305.1102,189321993.144,0.2314,0.1174,0.1487,66.0,1.0,0.6506,0.9161
benchmark_gld,GLD (Gold ETF),benchmark,231353662.4798,397258.5359,230956403.9438,0.3085,0.1594,0.1483,66.0,1.0,0.8199,1.1506
