persona,rank,weight,as_of_date,price_date,report_id,symbol,company,publication_date,report_age_days,entry_price_krw,target_price_krw,last_close_krw,target_upside_at_pub,current_return,target_gap_pct,ytd_return,return_1m,return_3m,return_1y,distance_from_52w_high,above_20ma,above_50ma,above_200ma,ma_stack,target_hit,expired,bucket,rank_basis,candidate_score,board_score,trade_date,score_mode,rebalance
pit_research_board_score_top10,7,0.06422989829641397,2025-11-03,2025-11-03,254371e2fffbde07,078350.KS,한양디지텍,2024-04-17,565,22500.0,47800.0,22300.0,1.1244444444444444,-0.008888888888888835,-0.5334728033472803,1.6235294117647059,0.21991247264770242,1.4805339265850948,0.897872340425532,-0.051063829787234005,True,True,True,True,False,False,large-upside,목표 업사이드 50% 이상,1.574222,2.334785,2025-11-04,board_score,M
pit_research_board_score_top10,8,0.06026268348506052,2025-11-03,2025-11-03,b8e4eb25010494a7,CRWV,Coreweave,2025-10-23,11,176425.53377294913,344726.40588378906,180280.11951563417,0.9539484932347422,0.02184823058348062,-0.4770342032446203,2.0829973135665205,-0.04208809572863348,0.16504658016973717,2.0829973135665205,-0.28574299295866923,False,True,,,False,False,fresh,최근 11일 리포트,1.357376,2.190575,2025-11-04,board_score,M
pit_research_board_score_top10,9,0.05830490795448165,2025-11-03,2025-10-31,3871aacd23309b30,5253.T,Cover Corp,2024-11-21,347,24344.54855442047,61198.86512756348,16931.9677734375,1.5138632162661736,-0.304486269869112,-0.7233287294111688,-0.2721919296233626,-0.02137198958727904,-0.1793133673002889,-0.15249699925180404,-0.47412028207280277,False,False,False,False,False,False,large-upside,목표 업사이드 50% 이상,2.119409,2.119409,2025-11-04,board_score,M
pit_research_board_score_top10,10,0.05555190131266365,2025-11-03,2025-11-03,89d8aced121019d6,375500.KS,DL이앤씨,2023-11-12,722,36900.0,82600.0,42050.0,1.2384823848238482,0.13956639566395657,-0.4909200968523002,0.3697068403908794,0.008393285371702586,-0.0888407367280607,0.3564516129032258,-0.2774914089347079,True,False,False,False,False,False,large-upside,목표 업사이드 50% 이상,1.873442,2.019336,2025-11-04,board_score,M
pit_research_board_score_top10,1,0.14441904927793936,2025-12-01,2025-12-01,074acdbfeb5be678,475960.KQ,토모큐브,2025-05-11,204,21000.0,64550.0,47500.0,2.073809523809524,1.2619047619047619,-0.2641363284275755,2.039027511196417,0.10593713620488932,0.12426035502958577,2.612167300380228,-0.09523809523809523,True,True,True,False,False,False,large-upside,목표 업사이드 50% 이상,4.165238,5.21682,2025-12-02,board_score,M
pit_research_board_score_top10,2,0.1390045737598891,2025-12-01,2025-12-01,9ea31c54d63ef212,108490.KQ,로보티즈,2025-10-23,39,187000.0,355800.0,231000.0,0.9026737967914438,0.23529411764705888,-0.3507588532883642,7.716981132075471,-0.1584699453551912,1.2448979591836733,9.819672131147541,-0.1584699453551912,True,True,True,True,False,False,fresh,최근 39일 리포트,1.499037,5.021234,2025-12-02,board_score,M
pit_research_board_score_top10,3,0.12123748335434824,2025-12-01,2025-12-01,9783da1e007737e2,950160.KQ,코오롱티슈진,2025-11-11,20,47600.0,121000.0,87300.0,1.542016806722689,0.8340336134453781,-0.2785123966942149,2.6074380165289255,0.9464882943143813,1.334224598930481,3.431472081218274,0.0,True,True,True,True,False,False,fresh,최근 20일 리포트,2.992857,4.379437,2025-12-02,board_score,M
pit_research_board_score_top10,4,0.11789532798359993,2025-12-01,2025-12-01,26a1eefc429193c6,456160.KQ,지투지바이오,2025-11-11,20,89600.0,319800.0,83000.0,2.5691964285714284,-0.0736607142857143,-0.7404627892432771,1.6545842770227601,0.3719008264462811,0.7054794064244594,1.6545842770227601,-0.15219611848825332,True,True,,,False,False,fresh,최근 20일 리포트,3.596875,4.258709,2025-12-02,board_score,M
pit_research_board_score_top10,5,0.11158477013836997,2025-12-01,2025-12-01,91d1a46a03353151,TEM,Tempus AI Inc,2025-05-25,190,90116.74914944451,315636.1821899414,108558.47259105837,2.5025251706151566,0.2046425732804802,-0.6560645492609247,1.1510331713193414,-0.14253692298258214,-0.005172491441817861,0.23211826488927567,-0.25672549393554145,True,False,True,False,False,False,large-upside,목표 업사이드 50% 이상,3.708178,4.030754,2025-12-02,board_score,M
pit_research_board_score_top10,6,0.10395587584206174,2025-12-01,2025-12-01,891215e30e9ee8b4,472850.KQ,폰드그룹,2025-06-10,174,4600.67138671875,16057.0,4684.9326171875,2.4901427748900864,0.018314985658831384,-0.7082311379966681,0.603846191778358,-0.0023923472337763485,-0.13485474952266951,0.6646706275152905,-0.3407114708157175,True,False,False,False,False,False,large-upside,목표 업사이드 50% 이상,3.504515,3.755177,2025-12-02,board_score,M
pit_research_board_score_top10,7,0.07615999392295121,2025-12-01,2025-12-01,2427c05877a23528,098120.KQ,마이크로컨텍솔,2025-10-23,39,27100.0,58200.0,18910.0,1.1476014760147604,-0.3022140221402214,-0.675085910652921,2.700587084148728,-0.28641509433962264,0.1665638494756323,3.1288209606986896,-0.35898305084745763,False,False,True,False,False,False,fresh,최근 39일 리포트,1.606642,2.751112,2025-12-02,board_score,M
pit_research_board_score_top10,8,0.06464416362885743,2025-12-01,2025-12-01,3b0f47d453265251,SXT,Sensient Technologies Corp,2025-12-01,0,140186.55476931762,348817.5588378906,140186.55476931762,1.4882383293596404,0.0,-0.5981092372862231,0.3604631783423493,0.06872964897253375,-0.10110061190508857,0.2765235522879579,-0.16073931754139037,True,True,True,True,False,False,fresh,최근 0일 리포트,2.083534,2.335128,2025-12-02,board_score,M
