date,account_id,decision,buy_count,sell_count,trade_count,symbols,reasons,cash_krw,holdings_value_krw,equity_krw,contributed_capital_krw,net_profit_krw,open_positions
2021-10-11,benchmark_spy,hold,0,0,0,,,493377.7093,22347386.1227,22840763.832,19000000.0,3840763.832,1
2021-10-11,smic_follower,hold,0,0,0,,,2582.2528,22060776.2606,22063358.5134,19000000.0,3063358.5134,15
2021-10-11,smic_follower_v2,hold,0,0,0,,,9540.242,19861663.9346,19871204.1766,19000000.0,871204.1766,12
2021-10-12,all_weather,hold,0,0,0,,,961187.9728,19405215.2694,20366403.2422,19000000.0,1366403.2422,4
2021-10-12,benchmark_gld,hold,0,0,0,,,144415.1481,19099342.7207,19243757.8688,19000000.0,243757.8688,1
2021-10-12,benchmark_kodex200,hold,0,0,0,,,33694.4863,17510850.0,17544544.4863,19000000.0,-1455455.5137,1
2021-10-12,benchmark_qqq,hold,0,0,0,,,332838.8648,22207538.4417,22540377.3065,19000000.0,3540377.3065,1
2021-10-12,benchmark_spy,hold,0,0,0,,,493411.4792,22296480.8874,22789892.3665,19000000.0,3789892.3665,1
2021-10-12,smic_follower,hold,0,0,0,,,2582.4295,21960959.9572,21963542.3868,19000000.0,2963542.3868,15
2021-10-12,smic_follower_v2,hold,0,0,0,,,9540.895,19778849.9094,19788390.8044,19000000.0,788390.8044,12
2021-10-13,all_weather,hold,0,0,0,,,961253.7625,19613719.3708,20574973.1333,19000000.0,1574973.1333,4
