date,account_id,decision,buy_count,sell_count,trade_count,symbols,reasons,cash_krw,holdings_value_krw,equity_krw,contributed_capital_krw,net_profit_krw,open_positions
2021-01-05,smic_follower_v2,rebalance,2,1,3,GTT.PA|ROKU|SE,rebalance_buy|target_hit,183984.562,10136850.0149,10320834.5769,10000000.0,320834.5769,2
2021-01-06,all_weather,hold,0,0,0,,,398680.915,9605126.0619,10003806.9768,10000000.0,3806.9768,4
2021-01-06,benchmark_gld,hold,0,0,0,,,104644.8041,9772616.9792,9877261.7833,10000000.0,-122738.2167,1
2021-01-06,benchmark_kodex200,hold,0,0,0,,,20679.7366,10024500.0,10045179.7366,10000000.0,45179.7366,1
2021-01-06,benchmark_qqq,hold,0,0,0,,,263693.8525,9689677.9907,9953371.8433,10000000.0,-46628.1567,1
2021-01-06,benchmark_spy,hold,0,0,0,,,392910.5843,9740240.784,10133151.3683,10000000.0,133151.3683,1
2021-01-06,smic_follower,hold,0,0,0,,,183997.1551,10091194.3525,10275191.5076,10000000.0,275191.5076,2
2021-01-06,smic_follower_v2,hold,0,0,0,,,183997.1551,10091194.3525,10275191.5076,10000000.0,275191.5076,2
2021-01-07,all_weather,hold,0,0,0,,,398708.2032,9753678.2228,10152386.426,10000000.0,152386.426,4
2021-01-07,benchmark_gld,hold,0,0,0,,,104651.9666,9754288.6296,9858940.5962,10000000.0,-141059.4038,1
2021-01-07,benchmark_kodex200,hold,0,0,0,,,20681.1521,10258200.0,10278881.1521,10000000.0,278881.1521,1
2021-01-07,benchmark_qqq,hold,0,0,0,,,263711.9014,9928657.7193,10192369.6207,10000000.0,192369.6207,1
2021-01-07,benchmark_spy,hold,0,0,0,,,392937.4776,9889505.595,10282443.0726,10000000.0,282443.0726,1
