persona,symbol,company,open_date,close_date,holding_days,buy_fills,sell_fills,total_qty_bought,total_qty_sold,avg_entry_price_krw,avg_exit_price_krw,realized_pnl_krw,unrealized_pnl_krw,last_close_krw,status,exit_reasons
smic_follower,036420.KS,제이콘텐트리,2026-04-01,,14,1,0,206,0,5953.87,,0.0,-31696.8,5800.0,open,()
smic_follower,041830.KQ,인바디,2026-04-01,,14,1,0,41,0,29519.18,,0.0,15613.73,29900.0,open,()
smic_follower,043650.KQ,국순당,2026-04-01,,14,1,0,296,0,4142.69,,0.0,40643.37,4280.0,open,()
smic_follower,049720.KQ,고려신용정보,2026-04-01,,14,1,0,119,0,10256.66,,0.0,-792.93,10250.0,open,()
smic_follower,053030.KQ,바이넥스,2026-04-01,,14,1,0,104,0,11757.64,,0.0,-3914.39,11720.0,open,()
smic_follower,054210.KQ,이랜텍,2026-04-01,,14,1,0,117,0,10486.81,,0.0,26112.9,10710.0,open,()
smic_follower,054780.KQ,키이스트,2026-04-01,,14,1,0,472,0,2601.69,,0.0,164402.23,2950.0,open,()
smic_follower,060150.KQ,인선이엔티,2026-04-01,,14,1,0,296,0,4147.69,,0.0,61362.41,4355.0,open,()
smic_follower,067160.KQ,아프리카TV,2026-04-01,,14,1,0,20,0,60839.52,,0.0,-14790.49,60100.0,open,()
smic_follower,075580.KS,시그넷이브이,2026-04-01,,14,1,0,72,0,16880.97,,0.0,56090.39,17660.0,open,()
smic_follower,078350.KS,한양디지텍,2026-04-01,,14,1,0,39,0,30970.12,,0.0,-72934.67,29100.0,open,()
smic_follower,089600.KQ,나스미디어,2026-04-01,,14,1,0,106,0,11517.48,,0.0,22526.87,11730.0,open,()
smic_follower,089860.KQ,롯데렌탈,2026-04-01,,14,1,0,39,0,31020.15,,0.0,44064.06,32150.0,open,()
smic_follower,098120.KQ,마이크로컨텍솔,2026-04-01,,14,1,0,41,0,29369.08,,0.0,214467.73,34600.0,open,()
smic_follower,099430.KQ,바이오플러스,2026-04-01,,14,1,0,234,0,5253.41,,0.0,88121.38,5630.0,open,()
smic_follower,108490.KQ,로보티즈,2026-04-01,,14,1,0,4,0,267173.57,,0.0,-18694.28,262500.0,open,()
smic_follower,112610.KS,씨에스윈드,2026-04-01,,14,1,0,19,0,63741.41,,0.0,4913.21,64000.0,open,()
smic_follower,119610.KQ,인터로조,2026-04-01,,14,1,0,63,0,19342.57,,0.0,50868.35,20150.0,open,()
smic_follower,122640.KQ,예스티,2026-04-01,,14,1,0,60,0,20413.26,,0.0,527204.31,29200.0,open,()
smic_follower,148150.KQ,세경하이테크,2026-04-01,,14,1,0,275,0,4462.9,,0.0,103702.68,4840.0,open,()
smic_follower,159010.KQ,아스플로,2026-04-01,,14,1,0,221,0,5543.6,,0.0,540654.09,7990.0,open,()
smic_follower,170790.KQ,파이오링크,2026-04-01,,14,1,0,131,0,9376.09,,0.0,401372.05,12440.0,open,()
smic_follower,182360.KQ,큐브엔터,2026-04-01,,14,1,0,118,0,10356.73,,0.0,-20853.94,10180.0,open,()
smic_follower,194480.KQ,데브시스터즈,2026-04-01,,14,1,0,45,0,27117.62,,0.0,-194292.77,22800.0,open,()
smic_follower,200710.KQ,에이디테크놀로지,2026-04-01,,14,1,0,23,0,51733.61,,0.0,63627.0,54500.0,open,()
smic_follower,210980.KS,SK디앤디,2026-04-01,,14,1,0,93,0,13128.53,,0.0,-17533.2,12940.0,open,()
smic_follower,214450.KQ,파마리서치,2026-04-01,,14,1,0,3,0,313203.47,,0.0,-44110.42,298500.0,open,()
smic_follower,215000.KQ,골프존,2026-04-01,,14,1,0,24,0,49832.37,,0.0,8823.03,50200.0,open,()
smic_follower,228670.KQ,레이,2026-04-01,,14,1,0,233,0,5263.42,,0.0,1271383.28,10720.0,open,()
smic_follower,234300.KQ,에스트래픽,2026-04-01,,14,1,0,365,0,3367.19,,0.0,81326.56,3590.0,open,()
smic_follower,237690.KQ,에스티팜,2026-04-01,,14,1,0,8,0,152899.33,,0.0,-43194.65,147500.0,open,()
smic_follower,248070.KS,솔루엠,2026-04-01,,14,1,0,74,0,16610.79,,0.0,219721.45,19580.0,open,()
smic_follower,259960.KQ,크래프톤,2026-04-01,,14,1,0,4,0,262170.32,,0.0,-72681.28,244000.0,open,()
smic_follower,278470.KS,에이피알,2026-04-01,,14,1,0,3,0,343723.3,,0.0,207830.1,413000.0,open,()
smic_follower,280360.KQ,롯데웰푸드,2026-04-01,,14,1,0,10,0,113974.04,,0.0,259.56,114000.0,open,()
smic_follower,284740.KS,쿠쿠홈시스,2026-04-01,,14,1,0,51,0,23665.37,,0.0,27265.91,24200.0,open,()
smic_follower,285490.KQ,노바텍,2026-04-01,,14,1,0,56,0,21864.2,,0.0,27204.57,22350.0,open,()
smic_follower,293490.KQ,카카오게임즈,2026-04-01,,14,1,0,98,0,12468.1,,0.0,-17453.79,12290.0,open,()
smic_follower,294570.KQ,쿠콘,2026-04-01,,14,1,0,43,0,28268.36,,0.0,48660.32,29400.0,open,()
smic_follower,294870.KS,HDC현대산업개발,2026-04-01,,14,1,0,57,0,21413.91,,0.0,118907.04,23500.0,open,()
smic_follower,298020.KQ,효성티앤씨,2026-04-01,,14,1,0,3,0,400260.03,,0.0,299219.91,500000.0,open,()
smic_follower,310200.KQ,애니플러스,2026-04-01,,14,1,0,453,0,2711.76,,0.0,21851.95,2760.0,open,()
smic_follower,344820.KQ,케이씨씨글라스,2026-04-01,,14,1,0,48,0,25316.45,,0.0,152810.55,28500.0,open,()
smic_follower,352820.KS,하이브,2026-04-01,,14,1,0,4,0,289688.2,,0.0,-136752.79,255500.0,open,()
smic_follower,353810.KQ,이지바이오,2026-04-01,,14,1,0,172,0,7144.64,,0.0,150561.66,8020.0,open,()
smic_follower,363250.KQ,진시스템,2026-04-01,,14,1,0,176,0,6984.54,,0.0,-116958.6,6320.0,open,()
smic_follower,363280.KS,티와이홀딩스,2026-04-01,,14,1,0,452,0,2716.76,,0.0,37622.24,2800.0,open,()
smic_follower,366030.KQ,공구우먼,2026-04-01,,14,1,0,232,0,5283.43,,0.0,126803.68,5830.0,open,()
smic_follower,368600.KQ,아이씨에이치,2026-04-01,,14,1,0,1378,0,892.58,,0.0,792928.94,1468.0,open,()
smic_follower,375500.KS,DL이앤씨,2026-04-01,2026-04-08,7,1,1,16,16,72547.13,94966.85,358715.56,,,closed,"('target_hit',)"
smic_follower,376980.KQ,원티드랩,2026-04-01,,14,1,0,361,0,3402.21,,0.0,38912.1,3510.0,open,()
smic_follower,403870.KQ,HPSP,2026-04-01,,14,1,0,27,0,44528.93,,0.0,-53431.07,42550.0,open,()
smic_follower,408920.KQ,메쎄이상,2026-04-01,,14,1,0,386,0,3182.07,,0.0,111142.05,3470.0,open,()
smic_follower,453340.KQ,현대그린푸드,2026-04-01,,14,1,0,76,0,16130.48,,0.0,-9916.42,16000.0,open,()
smic_follower,456160.KQ,지투지바이오,2026-04-01,,14,1,0,16,0,76249.54,,0.0,-71192.57,71800.0,open,()
smic_follower,472850.KQ,폰드그룹,2026-04-01,,14,1,0,233,0,5273.43,,0.0,57451.77,5520.0,open,()
smic_follower,473980.KQ,노머스,2026-04-01,,14,1,0,65,0,18662.12,,0.0,3111.95,18710.0,open,()
smic_follower,489790.KS,한화비전,2026-04-01,,14,1,0,16,0,75649.15,,0.0,76013.67,80400.0,open,()
smic_follower,950160.KQ,코오롱티슈진,2026-04-01,,14,1,0,11,0,108570.53,,0.0,-41475.86,104800.0,open,()
smic_follower_v2,BILI,Bili bili,2021-01-04,2021-01-05,1,1,1,19,19,102834.12,111062.42,156337.68,,,closed,"('target_hit',)"
smic_follower_v2,CHWY,Chewy,2021-01-04,2021-01-05,1,1,1,20,20,96495.19,103290.44,135905.06,,,closed,"('target_hit',)"
smic_follower_v2,GTT.PA,Gaztransport&technigaz,2021-01-04,2022-01-10,371,5,7,97,97,99969.19,95414.2,-441833.65,,,closed,"('rebalance_sell', 'stop_loss_time')"
smic_follower_v2,ROKU,Roku,2021-01-04,2021-01-05,1,1,1,5,5,345059.82,363321.31,91307.46,,,closed,"('target_hit',)"
smic_follower_v2,SE,SEA ltd.,2021-01-04,2021-06-17,164,2,5,26,26,256317.16,274250.0,466253.8,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower_v2,006650.KS,대한유화,2021-02-01,2021-03-01,28,1,1,5,5,287686.9,362609.78,374614.41,,,closed,"('rebalance_sell',)"
smic_follower_v2,009830.KS,한화솔루션,2021-02-01,2021-03-01,28,1,1,25,25,57054.82,49754.55,-182506.84,,,closed,"('rebalance_sell',)"
smic_follower_v2,166090.KQ,하나머티리얼즈,2021-02-01,2021-03-01,28,1,1,52,52,27918.14,36211.1,431234.09,,,closed,"('rebalance_sell',)"
smic_follower_v2,170790.KQ,파이오링크,2021-02-01,2021-03-01,28,1,1,112,112,13008.45,12768.65,-26857.43,,,closed,"('rebalance_sell',)"
smic_follower_v2,285490.KQ,노바텍,2021-02-01,2021-03-01,28,1,1,43,43,33926.8,33916.73,-432.98,,,closed,"('rebalance_sell',)"
smic_follower_v2,353810.KQ,이지바이오,2021-02-01,2021-03-01,28,1,1,202,202,6904.49,6703.54,-40590.48,,,closed,"('rebalance_sell',)"
smic_follower_v2,006650.KS,대한유화,2021-04-01,2021-09-02,154,2,2,6,6,307116.19,242238.63,-389265.34,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,009830.KS,한화솔루션,2021-04-01,2021-08-03,124,2,4,32,32,54485.97,46339.44,-260688.77,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,166090.KQ,하나머티리얼즈,2021-04-01,2021-04-02,1,1,1,41,41,41526.98,41148.98,-15498.02,,,closed,"('target_hit',)"
smic_follower_v2,170790.KQ,파이오링크,2021-04-01,2022-01-03,277,4,6,167,167,13564.8,15097.96,256038.29,,,closed,"('rebalance_sell',)"
smic_follower_v2,285490.KQ,노바텍,2021-04-01,2022-01-03,277,5,5,68,68,35334.58,39150.52,259484.2,,,closed,"('rebalance_sell',)"
smic_follower_v2,353810.KQ,이지바이오,2021-04-01,2021-09-27,179,3,4,291,291,6863.15,6492.45,-107875.78,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,004020.KS,현대제철,2021-05-03,2021-11-10,191,4,3,40,40,52056.32,44261.34,-311799.27,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,007690.KS,국도화학,2021-05-03,2021-11-30,211,4,4,30,30,64288.44,53232.43,-331680.31,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,017650.KS,대림제지,2021-05-03,2021-08-17,106,2,3,98,98,14302.15,12913.2,-136117.39,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,060150.KQ,인선이엔티,2021-05-03,2021-11-30,211,5,3,130,130,13200.88,10750.53,-318545.96,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,053030.KQ,바이넥스,2021-06-01,2021-09-27,118,3,2,48,48,21409.74,17009.28,-211222.03,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,1833.HK,Ping An Healthcare & Technology,2021-06-01,2021-07-01,30,1,1,56,56,13059.05,14047.93,55377.44,,,closed,"('rebalance_sell',)"
smic_follower_v2,194480.KQ,데브시스터즈,2021-06-01,2021-07-07,36,2,1,7,7,109471.12,86786.93,-158789.28,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,248070.KS,솔루엠,2021-06-01,2021-12-21,203,4,3,50,50,27581.92,22657.38,-246227.17,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,284740.KS,쿠쿠홈시스,2021-06-01,2021-08-20,80,2,1,15,15,50649.57,39951.92,-160464.82,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,344820.KQ,케이씨씨글라스,2021-06-01,2022-01-03,216,4,2,21,21,64365.62,58057.47,-132471.32,,,closed,"('rebalance_sell',)"
smic_follower_v2,4751.T,Cyber Agent,2021-06-01,2022-01-03,216,5,3,66,66,21751.25,20444.87,-86220.87,,,closed,"('rebalance_sell',)"
smic_follower_v2,GLW,Corning,2021-06-01,2022-06-01,365,7,3,94,94,45043.11,43926.38,-104972.47,,,closed,"('rebalance_sell', 'stop_loss_time')"
smic_follower_v2,SBLK,Star Bulk Carriers,2021-06-01,2022-05-23,356,8,5,165,165,27612.74,35912.54,1369466.43,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower_v2,WFG,West Fraser Timber. Co. Ltd,2021-06-01,2022-06-13,377,9,4,55,55,105794.52,101232.09,-250933.8,,,closed,"('rebalance_sell', 'stop_loss_time')"
smic_follower_v2,005850.KS,에스엘,2021-07-01,2021-08-18,48,2,1,21,21,35580.26,28130.94,-156435.72,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,032640.KS,LG유플러스,2021-07-01,2022-01-03,186,5,2,86,86,14848.02,13455.34,-119770.43,,,closed,"('rebalance_sell',)"
smic_follower_v2,036420.KS,제이콘텐트리,2021-07-01,2022-01-03,186,3,3,22,22,47544.52,55341.41,171531.44,,,closed,"('rebalance_sell',)"
smic_follower_v2,075580.KS,시그넷이브이,2021-07-01,2021-08-19,49,2,1,108,108,7321.79,5596.26,-186357.53,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,1833.HK,Ping An Healthcare & Technology,2021-08-02,2021-09-15,44,2,1,105,105,10098.59,7987.34,-221680.7,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,298020.KQ,효성티앤씨,2021-09-01,2021-11-10,70,2,1,2,2,690948.88,540672.63,-300552.5,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,002714.SZ,Muyuan foods co ltd,2021-12-01,2022-01-03,33,1,1,64,64,11210.81,11499.34,18466.34,,,closed,"('rebalance_sell',)"
smic_follower_v2,004250.KS,NPC,2021-12-01,2021-12-21,20,1,1,106,106,6764.39,9446.81,284335.8,,,closed,"('target_hit',)"
smic_follower_v2,036570.KS,엔씨소프트,2021-12-01,2021-12-02,1,1,1,1,1,701455.7,688310.17,-13145.53,,,closed,"('target_hit',)"
smic_follower_v2,036930.KQ,주성엔지니어링,2021-12-01,2022-01-03,33,1,1,42,42,16860.95,20948.57,171679.9,,,closed,"('rebalance_sell',)"
smic_follower_v2,054780.KQ,키이스트,2021-12-01,2022-01-03,33,1,1,59,59,12057.83,12818.53,44881.1,,,closed,"('rebalance_sell',)"
smic_follower_v2,122640.KQ,예스티,2021-12-01,2022-01-03,33,1,1,57,57,12408.06,13816.08,80257.14,,,closed,"('rebalance_sell',)"
smic_follower_v2,148150.KQ,세경하이테크,2021-12-01,2022-01-03,33,1,1,87,87,8188.65,9426.86,107723.7,,,closed,"('rebalance_sell',)"
smic_follower_v2,293490.KQ,카카오게임즈,2021-12-01,2022-01-03,33,1,1,7,7,96762.86,90777.14,-41900.06,,,closed,"('rebalance_sell',)"
smic_follower_v2,348210.KQ,넥스틴,2021-12-01,2022-01-03,33,1,1,15,15,46230.03,60052.57,207338.03,,,closed,"('rebalance_sell',)"
smic_follower_v2,352820.KS,하이브,2021-12-01,2022-01-03,33,1,1,2,2,352729.15,348145.29,-9167.72,,,closed,"('rebalance_sell',)"
smic_follower_v2,376980.KQ,원티드랩,2021-12-01,2022-01-03,33,1,1,22,22,32621.19,37258.53,102021.4,,,closed,"('rebalance_sell',)"
smic_follower_v2,4689.T,Z-holdings,2021-12-01,2022-01-03,33,1,1,92,92,7779.43,6855.5,-85001.43,,,closed,"('rebalance_sell',)"
smic_follower_v2,CHGG,Chegg,2021-12-01,2022-05-03,153,4,3,137,137,34312.91,34877.24,77313.07,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,INMD,Inmode,2021-12-01,2022-01-13,43,2,1,38,38,79306.47,62248.18,-648214.83,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,OPEN,Opendoor,2021-12-01,2022-01-06,36,2,1,169,169,17749.04,14116.49,-613899.89,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,4689.T,Z-holdings,2022-02-01,2022-05-12,100,2,3,768,768,5683.18,4748.08,-718153.29,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,4751.T,Cyber Agent,2022-02-01,2023-01-02,335,6,6,1378,1378,12902.25,12250.78,-897730.07,,,closed,"('rebalance_sell',)"
smic_follower_v2,002714.SZ,Muyuan foods co ltd,2022-03-01,2022-05-02,62,1,2,251,251,13102.33,12031.18,-268860.32,,,closed,"('rebalance_sell',)"
smic_follower_v2,003030.KS,세아제강지주,2022-04-01,2022-04-19,18,1,1,7,7,119077.36,154121.63,245309.87,,,closed,"('target_hit',)"
smic_follower_v2,032640.KS,LG유플러스,2022-04-01,2022-06-01,61,2,1,119,119,13965.38,13816.08,-17766.01,,,closed,"('rebalance_sell',)"
smic_follower_v2,036420.KS,제이콘텐트리,2022-04-01,2022-06-01,61,2,1,35,35,50610.02,49179.26,-50076.56,,,closed,"('rebalance_sell',)"
smic_follower_v2,036930.KQ,주성엔지니어링,2022-04-01,2022-05-02,31,1,1,37,37,25516.58,21397.47,-152407.01,,,closed,"('rebalance_sell',)"
smic_follower_v2,054780.KQ,키이스트,2022-04-01,2022-05-02,31,1,1,78,78,12107.87,10973.06,-88514.8,,,closed,"('rebalance_sell',)"
smic_follower_v2,122640.KQ,예스티,2022-04-01,2022-05-02,31,1,1,85,85,11157.25,7820.8,-283598.14,,,closed,"('rebalance_sell',)"
smic_follower_v2,148150.KQ,세경하이테크,2022-04-01,2022-06-01,61,2,1,222,222,7520.58,7531.51,2427.24,,,closed,"('rebalance_sell',)"
smic_follower_v2,170790.KQ,파이오링크,2022-04-01,2022-05-02,31,1,1,57,57,16510.73,14963.26,-88205.31,,,closed,"('rebalance_sell',)"
smic_follower_v2,189300.KQ,인텔리안테크,2022-04-01,2022-05-02,31,1,1,10,10,87757.01,78407.51,-93495.05,,,closed,"('rebalance_sell',)"
smic_follower_v2,237690.KQ,에스티팜,2022-04-01,2022-05-02,31,1,1,9,9,97463.32,97859.75,3567.9,,,closed,"('rebalance_sell',)"
smic_follower_v2,285490.KQ,노바텍,2022-04-01,2022-05-02,31,1,1,24,24,39125.42,38505.47,-14878.81,,,closed,"('rebalance_sell',)"
smic_follower_v2,293490.KQ,카카오게임즈,2022-04-01,2022-05-02,31,1,1,12,12,79051.36,60351.83,-224394.26,,,closed,"('rebalance_sell',)"
smic_follower_v2,294570.KQ,쿠콘,2022-04-01,2022-05-02,31,1,1,17,17,55436.01,48131.83,-124171.05,,,closed,"('rebalance_sell',)"
smic_follower_v2,344820.KQ,케이씨씨글라스,2022-04-01,2022-06-01,61,2,1,26,26,62471.35,57758.2,-122541.96,,,closed,"('rebalance_sell',)"
smic_follower_v2,348210.KQ,넥스틴,2022-04-01,2022-04-19,18,1,1,14,14,67043.56,72222.69,72507.9,,,closed,"('target_hit',)"
smic_follower_v2,348370.KQ,엔켐,2022-04-01,2022-05-02,31,1,1,9,9,96562.73,86986.45,-86186.58,,,closed,"('rebalance_sell',)"
smic_follower_v2,352820.KS,하이브,2022-04-01,2022-05-12,41,2,1,6,6,276179.42,212478.36,-382206.38,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,376980.KQ,원티드랩,2022-04-01,2022-05-02,31,1,1,27,27,34522.43,35363.18,22700.37,,,closed,"('rebalance_sell',)"
smic_follower_v2,089860.KQ,롯데렌탈,2022-05-02,2022-06-01,30,1,1,37,37,43678.38,37358.28,-233843.4,,,closed,"('rebalance_sell',)"
smic_follower_v2,119610.KQ,인터로조,2022-05-02,2022-06-01,30,1,1,51,51,32220.93,30624.81,-81401.99,,,closed,"('rebalance_sell',)"
smic_follower_v2,366030.KQ,공구우먼,2022-05-02,2022-06-01,30,1,1,277,277,5962.21,6417.58,126137.83,,,closed,"('rebalance_sell',)"
smic_follower_v2,002340.SZ,"GEM Co., Ltd.",2022-06-01,2022-10-03,124,3,2,2111,2111,1651.01,1893.22,511294.42,,,closed,"('rebalance_sell',)"
smic_follower_v2,002714.SZ,Muyuan foods co ltd,2022-06-01,2022-10-03,124,3,2,309,309,10859.14,12001.53,352998.67,,,closed,"('rebalance_sell',)"
smic_follower_v2,EAF,GrafTech International Ltd.,2022-06-01,2022-06-02,1,1,1,29,29,111953.5,111453.09,-14511.89,,,closed,"('target_hit',)"
smic_follower_v2,STNG,Scorpio Tankers Inc.,2022-06-01,2022-08-29,89,1,3,76,76,43265.49,46584.1,252214.31,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower_v2,TSM,TSMC,2022-06-01,2023-01-02,215,2,5,146,146,103183.5,89786.8,-1955918.08,,,closed,"('rebalance_sell',)"
smic_follower_v2,000210.KS,DL,2022-07-01,2022-10-03,94,3,1,12,12,70645.9,57159.67,-161834.69,,,closed,"('rebalance_sell',)"
smic_follower_v2,000640.KS,동아쏘시오홀딩스,2022-07-01,2022-10-03,94,2,1,8,8,96266.23,94969.03,-10377.58,,,closed,"('rebalance_sell',)"
smic_follower_v2,006260.KS,LS,2022-07-01,2022-10-03,94,2,1,13,13,63248.78,56561.14,-86939.34,,,closed,"('rebalance_sell',)"
smic_follower_v2,007210.KS,벽산,2022-07-01,2022-09-23,84,3,1,316,316,2693.4,2109.82,-184409.71,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,009970.KS,영원무역홀딩스,2022-07-01,2022-10-03,94,2,1,16,16,48237.59,50974.85,43796.27,,,closed,"('rebalance_sell',)"
smic_follower_v2,032640.KS,LG유플러스,2022-07-01,2022-10-03,94,3,1,72,72,12740.22,10723.67,-145191.47,,,closed,"('rebalance_sell',)"
smic_follower_v2,035900.KQ,JYP Ent.,2022-07-01,2022-10-03,94,1,1,14,14,48031.2,58656.0,148747.11,,,closed,"('rebalance_sell',)"
smic_follower_v2,036420.KS,제이콘텐트리,2022-07-01,2022-09-28,89,2,1,22,22,32975.97,25936.33,-154872.15,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,036930.KQ,주성엔지니어링,2022-07-01,2022-09-23,84,2,1,52,52,15987.31,12718.77,-169963.79,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,041830.KQ,인바디,2022-07-01,2022-10-03,94,2,1,36,36,23023.29,19202.86,-137535.63,,,closed,"('rebalance_sell',)"
smic_follower_v2,043650.KQ,국순당,2022-07-01,2022-10-03,94,3,1,97,97,8521.1,7062.66,-141468.86,,,closed,"('rebalance_sell',)"
smic_follower_v2,054780.KQ,키이스트,2022-07-01,2022-10-03,94,2,2,107,107,6968.64,6329.97,-68337.22,,,closed,"('rebalance_sell',)"
smic_follower_v2,089860.KQ,롯데렌탈,2022-07-01,2022-10-03,94,3,1,22,22,37146.86,31023.84,-134706.54,,,closed,"('rebalance_sell',)"
smic_follower_v2,114810.KQ,아이원스,2022-07-01,2022-10-03,94,2,2,107,107,6985.94,6104.92,-94269.31,,,closed,"('rebalance_sell',)"
smic_follower_v2,119610.KQ,인터로조,2022-07-01,2022-10-03,94,2,1,28,28,26649.46,23941.22,-75830.51,,,closed,"('rebalance_sell',)"
smic_follower_v2,122640.KQ,예스티,2022-07-01,2022-10-03,94,1,3,112,112,6364.13,8391.63,227079.54,,,closed,"('rebalance_sell',)"
smic_follower_v2,148150.KQ,세경하이테크,2022-07-01,2022-09-26,87,2,2,147,147,5713.24,4727.51,-144901.7,,,closed,"('rebalance_sell', 'stop_loss_average_down')"
smic_follower_v2,170790.KQ,파이오링크,2022-07-01,2022-10-03,94,1,2,68,68,10506.83,10443.48,-4307.61,,,closed,"('rebalance_sell',)"
smic_follower_v2,189300.KQ,인텔리안테크,2022-07-01,2022-10-03,94,1,1,11,11,60039.0,54665.79,-59105.32,,,closed,"('rebalance_sell',)"
smic_follower_v2,215000.KQ,골프존,2022-07-01,2022-10-03,94,2,1,6,6,133169.85,107835.26,-152007.52,,,closed,"('rebalance_sell',)"
smic_follower_v2,237690.KQ,에스티팜,2022-07-01,2022-10-03,94,1,1,8,8,87156.62,82297.96,-38869.33,,,closed,"('rebalance_sell',)"
smic_follower_v2,285490.KQ,노바텍,2022-07-01,2022-09-19,80,3,1,27,27,31220.28,24639.51,-177680.88,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,293490.KQ,카카오게임즈,2022-07-01,2022-10-03,94,3,1,16,16,48637.85,42545.55,-97476.78,,,closed,"('rebalance_sell',)"
smic_follower_v2,294570.KQ,쿠콘,2022-07-01,2022-10-03,94,2,1,27,27,30032.47,25437.55,-124062.94,,,closed,"('rebalance_sell',)"
smic_follower_v2,310200.KQ,애니플러스,2022-07-01,2022-10-03,94,2,2,334,334,2571.07,2484.8,-28815.37,,,closed,"('rebalance_sell',)"
smic_follower_v2,344820.KQ,케이씨씨글라스,2022-07-01,2022-10-03,94,2,1,16,16,47308.86,39852.16,-119307.17,,,closed,"('rebalance_sell',)"
smic_follower_v2,348370.KQ,엔켐,2022-07-01,2022-10-03,94,1,1,15,15,46480.2,66636.41,302343.14,,,closed,"('rebalance_sell',)"
smic_follower_v2,363280.KS,티와이홀딩스,2022-07-01,2022-09-19,80,3,1,48,48,18606.82,14809.13,-182289.01,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,376980.KQ,원티드랩,2022-07-01,2022-09-26,87,3,1,40,40,21126.22,16010.69,-204621.26,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,366030.KQ,공구우먼,2022-08-01,2022-09-05,35,2,1,79,79,12310.53,9795.95,-198651.71,,,closed,"('stop_loss_average_down',)"
smic_follower_v2,000210.KS,DL,2022-11-01,2023-03-01,120,2,2,14,14,61954.53,60237.83,-24033.89,,,closed,"('rebalance_sell',)"
smic_follower_v2,000640.KS,동아쏘시오홀딩스,2022-11-01,2023-03-01,120,1,1,8,8,96207.28,90267.6,-47517.46,,,closed,"('rebalance_sell',)"
smic_follower_v2,002340.SZ,"GEM Co., Ltd.",2022-11-01,2023-01-02,62,1,2,464,464,1658.06,1628.9,-13528.64,,,closed,"('rebalance_sell',)"
smic_follower_v2,002714.SZ,Muyuan foods co ltd,2022-11-01,2023-01-02,62,1,2,73,73,10480.14,10490.04,723.08,,,closed,"('rebalance_sell',)"
smic_follower_v2,006260.KS,LS,2022-11-01,2023-03-01,120,1,2,11,11,69545.18,67679.3,-20524.69,,,closed,"('rebalance_sell',)"
smic_follower_v2,009970.KS,영원무역홀딩스,2022-11-01,2023-03-01,120,1,2,14,14,53634.84,67505.7,194191.98,,,closed,"('rebalance_sell',)"
smic_follower_v2,032640.KS,LG유플러스,2022-11-01,2023-03-01,120,3,2,78,78,11321.84,11180.76,-11004.75,,,closed,"('rebalance_sell',)"
smic_follower_v2,035900.KQ,JYP Ent.,2022-11-01,2023-03-01,120,1,2,13,13,55536.08,76343.34,270494.44,,,closed,"('rebalance_sell',)"
smic_follower_v2,041830.KQ,인바디,2022-11-01,2023-03-01,120,1,4,37,37,20763.49,28232.04,276336.41,,,closed,"('rebalance_sell',)"
smic_follower_v2,043650.KQ,국순당,2022-11-01,2023-03-01,120,2,2,123,123,6641.71,7008.16,45073.03,,,closed,"('rebalance_sell',)"
smic_follower_v2,054780.KQ,키이스트,2022-11-01,2023-03-01,120,1,2,133,133,5783.76,9372.18,477260.06,,,closed,"('rebalance_sell',)"
smic_follower_v2,067160.KQ,아프리카TV,2022-11-01,2023-03-01,120,2,3,11,11,75358.05,88509.98,144671.23,,,closed,"('rebalance_sell',)"
smic_follower_v2,089600.KQ,나스미디어,2022-11-01,2023-03-01,120,2,2,30,30,27444.19,25086.59,-70727.98,,,closed,"('rebalance_sell',)"
smic_follower_v2,089860.KQ,롯데렌탈,2022-11-01,2023-03-01,120,3,2,27,27,29843.46,26623.53,-86938.24,,,closed,"('rebalance_sell',)"
