persona,symbol,company,open_date,close_date,holding_days,buy_fills,sell_fills,total_qty_bought,total_qty_sold,avg_entry_price_krw,avg_exit_price_krw,realized_pnl_krw,unrealized_pnl_krw,last_close_krw,status,exit_reasons
smic_follower,114810.KQ,아이원스,2023-06-01,2023-10-02,123,3,2,62,62,8821.21,8647.96,-10741.63,,,closed,"('rebalance_sell',)"
smic_follower,119610.KQ,인터로조,2023-06-01,2023-10-02,123,3,1,15,15,34882.66,36310.86,21422.91,,,closed,"('rebalance_sell',)"
smic_follower,122640.KQ,예스티,2023-06-01,2023-09-01,92,1,3,41,41,10626.9,23059.24,509725.88,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,148150.KQ,세경하이테크,2023-06-01,2023-10-02,123,4,1,113,113,6050.72,4319.4,-195639.15,,,closed,"('rebalance_sell',)"
smic_follower,159010.KQ,아스플로,2023-06-01,2023-10-02,123,3,1,42,42,13959.78,10713.7,-136335.6,,,closed,"('rebalance_sell',)"
smic_follower,170790.KQ,파이오링크,2023-06-01,2023-10-02,123,3,1,40,40,14296.79,13047.97,-49952.85,,,closed,"('rebalance_sell',)"
smic_follower,182360.KQ,큐브엔터,2023-06-01,2023-10-02,123,3,2,30,30,20944.94,20024.17,-27623.01,,,closed,"('rebalance_sell',)"
smic_follower,1833.HK,Ping An Healthcare & Technology,2023-06-01,2023-09-01,92,3,1,153,153,3213.67,3289.69,11631.67,,,closed,"('rebalance_sell',)"
smic_follower,189300.KQ,인텔리안테크,2023-06-01,2023-10-02,123,1,1,6,6,68344.4,81898.94,81327.21,,,closed,"('rebalance_sell',)"
smic_follower,194480.KQ,데브시스터즈,2023-06-01,2023-10-02,123,3,2,13,13,45725.86,45733.88,104.2,,,closed,"('rebalance_sell',)"
smic_follower,204620.KQ,글로벌텍스프리,2023-06-01,2023-08-17,77,3,1,162,162,3284.56,4948.69,269587.78,,,closed,"('target_hit',)"
smic_follower,210980.KS,SK디앤디,2023-06-01,2023-10-02,123,2,2,25,25,21003.65,28069.09,176636.11,,,closed,"('rebalance_sell',)"
smic_follower,214450.KQ,파마리서치,2023-06-01,2023-06-02,1,1,1,3,3,120078.01,122199.99,6365.96,,,closed,"('target_hit',)"
smic_follower,215000.KQ,골프존,2023-06-01,2023-10-02,123,2,1,5,5,106869.43,93769.79,-65498.18,,,closed,"('rebalance_sell',)"
smic_follower,228670.KQ,레이,2023-06-01,2023-10-02,123,3,1,20,20,33349.17,21746.61,-232051.08,,,closed,"('rebalance_sell',)"
smic_follower,237690.KQ,에스티팜,2023-06-01,2023-10-02,123,2,1,6,6,85255.39,76212.89,-54254.95,,,closed,"('rebalance_sell',)"
smic_follower,248070.KS,솔루엠,2023-06-01,2023-10-02,123,2,1,19,19,25192.68,30724.57,105105.87,,,closed,"('rebalance_sell',)"
smic_follower,284740.KS,쿠쿠홈시스,2023-06-01,2023-10-02,123,4,1,25,25,24117.67,20749.06,-84215.2,,,closed,"('rebalance_sell',)"
smic_follower,285490.KQ,노바텍,2023-06-01,2023-10-02,123,3,2,19,19,29403.31,27519.28,-35796.59,,,closed,"('rebalance_sell',)"
smic_follower,293490.KQ,카카오게임즈,2023-06-01,2023-10-02,123,4,1,19,19,35717.94,25387.67,-196275.11,,,closed,"('rebalance_sell',)"
smic_follower,294570.KQ,쿠콘,2023-06-01,2023-10-02,123,4,1,25,25,26483.2,19611.85,-171783.82,,,closed,"('rebalance_sell',)"
smic_follower,298020.KQ,효성티앤씨,2023-06-01,2023-10-02,123,1,1,1,1,379246.38,351137.94,-28108.44,,,closed,"('rebalance_sell',)"
smic_follower,310200.KQ,애니플러스,2023-06-01,2023-10-02,123,2,2,143,143,3845.05,3293.8,-78828.56,,,closed,"('rebalance_sell',)"
smic_follower,316140.KS,우리금융지주,2023-06-01,2023-10-02,123,4,1,46,46,11837.69,12229.97,18045.09,,,closed,"('rebalance_sell',)"
smic_follower,322000.KS,현대에너지솔루션,2023-06-01,2023-10-02,123,4,1,17,17,38168.91,26435.1,-199474.83,,,closed,"('rebalance_sell',)"
smic_follower,328130.KQ,루닛,2023-06-01,2023-09-07,98,1,3,9,9,46029.9,108832.81,565226.17,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,344820.KQ,케이씨씨글라스,2023-06-01,2023-10-02,123,3,1,13,13,42939.43,40849.71,-27166.38,,,closed,"('rebalance_sell',)"
smic_follower,348370.KQ,엔켐,2023-06-01,2023-10-02,123,3,1,8,8,70821.01,56960.16,-110886.79,,,closed,"('rebalance_sell',)"
smic_follower,352820.KS,하이브,2023-06-01,2023-10-02,123,2,1,2,2,265922.76,237417.13,-57011.25,,,closed,"('rebalance_sell',)"
smic_follower,353810.KQ,이지바이오,2023-06-01,2023-10-02,123,4,1,152,152,3909.61,3261.99,-98438.33,,,closed,"('rebalance_sell',)"
smic_follower,363250.KQ,진시스템,2023-06-01,2023-10-02,123,2,1,21,21,22821.97,23592.08,16172.34,,,closed,"('rebalance_sell',)"
smic_follower,363280.KS,티와이홀딩스,2023-06-01,2023-10-02,123,4,1,78,78,9056.52,6105.01,-230217.99,,,closed,"('rebalance_sell',)"
smic_follower,366030.KQ,공구우먼,2023-06-01,2023-10-02,123,4,1,73,73,7874.16,6504.03,-100019.07,,,closed,"('rebalance_sell',)"
smic_follower,368600.KQ,아이씨에이치,2023-06-01,2023-10-02,123,4,1,111,111,5719.17,4339.35,-153159.93,,,closed,"('rebalance_sell',)"
smic_follower,376980.KQ,원티드랩,2023-06-01,2023-10-02,123,4,1,50,50,13174.56,11062.84,-105585.93,,,closed,"('rebalance_sell',)"
smic_follower,403870.KQ,HPSP,2023-06-01,2023-10-02,123,3,2,17,17,29295.5,30991.56,28833.01,,,closed,"('rebalance_sell',)"
smic_follower,420770.KQ,기가비스,2023-06-01,2023-06-23,22,1,1,5,5,74648.5,91774.69,85630.97,,,closed,"('target_hit',)"
smic_follower,950170.KQ,JTC,2023-06-01,2023-10-02,123,3,2,141,141,3814.29,3807.32,-982.34,,,closed,"('rebalance_sell',)"
smic_follower,BAC,Bank of America Corp.,2023-06-01,2023-12-14,196,4,3,108,108,36247.43,36583.91,36339.93,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,001530.KS,DI동일,2023-07-03,2023-10-02,91,2,1,26,26,19007.21,24363.61,139266.43,,,closed,"('rebalance_sell',)"
smic_follower,280360.KQ,롯데웰푸드,2023-07-03,2023-10-02,91,2,1,5,5,100024.98,108932.57,44537.92,,,closed,"('rebalance_sell',)"
smic_follower,408920.KQ,메쎄이상,2023-07-03,2023-10-02,91,3,1,172,172,3223.43,2488.89,-126341.16,,,closed,"('rebalance_sell',)"
smic_follower,453340.KQ,현대그린푸드,2023-07-03,2023-10-02,91,2,1,44,44,12611.83,11212.47,-61571.7,,,closed,"('rebalance_sell',)"
smic_follower,044490.KQ,태웅,2023-09-01,2023-10-02,31,1,1,24,24,22864.85,18594.35,-102492.1,,,closed,"('rebalance_sell',)"
smic_follower,000210.KS,DL,2023-11-01,2024-03-01,121,1,2,11,11,41577.01,48426.57,75345.1,,,closed,"('rebalance_sell',)"
smic_follower,000640.KS,동아쏘시오홀딩스,2023-11-01,2024-03-01,121,1,1,5,5,94226.54,102397.31,40853.82,,,closed,"('rebalance_sell',)"
smic_follower,000660.KS,SK하이닉스,2023-11-01,2024-03-01,121,1,1,4,4,120378.2,155817.46,141757.03,,,closed,"('rebalance_sell',)"
smic_follower,001530.KS,DI동일,2023-11-01,2024-03-01,121,3,2,22,22,25078.41,25876.81,17564.79,,,closed,"('rebalance_sell',)"
smic_follower,002340.SZ,"GEM Co., Ltd.",2023-11-01,2024-05-01,182,5,2,2804,2804,1171.74,1389.13,609556.22,,,closed,"('rebalance_sell',)"
smic_follower,002714.SZ,Muyuan foods co ltd,2023-11-01,2024-05-01,182,3,2,395,395,8221.99,9582.3,537319.88,,,closed,"('rebalance_sell',)"
smic_follower,004020.KS,현대제철,2023-11-01,2024-03-01,121,2,1,15,15,33475.08,35861.96,35803.16,,,closed,"('rebalance_sell',)"
smic_follower,005850.KS,에스엘,2023-11-01,2024-03-01,121,2,2,17,17,29580.98,33778.84,71363.52,,,closed,"('rebalance_sell',)"
smic_follower,006260.KS,LS,2023-11-01,2024-03-01,121,1,1,6,6,77250.19,87684.73,62607.27,,,closed,"('rebalance_sell',)"
smic_follower,006650.KS,대한유화,2023-11-01,2024-03-01,121,1,1,3,3,157602.39,142151.01,-46354.12,,,closed,"('rebalance_sell',)"
smic_follower,007210.KS,벽산,2023-11-01,2024-03-01,121,4,1,220,220,2946.16,2458.96,-107184.18,,,closed,"('rebalance_sell',)"
smic_follower,007690.KS,국도화학,2023-11-01,2024-03-01,121,2,1,13,13,38064.31,38352.44,3745.76,,,closed,"('rebalance_sell',)"
smic_follower,009830.KS,한화솔루션,2023-11-01,2024-03-01,121,2,2,16,16,30988.88,28358.5,-42086.05,,,closed,"('rebalance_sell',)"
smic_follower,009970.KS,영원무역홀딩스,2023-11-01,2024-02-01,92,2,1,7,7,78479.56,85988.89,52565.37,,,closed,"('target_hit',)"
smic_follower,010950.KS,S-OIL,2023-11-01,2024-03-01,121,2,1,8,8,66705.84,76212.89,76056.47,,,closed,"('rebalance_sell',)"
smic_follower,017650.KS,대림제지,2023-11-01,2024-03-01,121,3,2,68,68,7754.01,8487.99,49910.45,,,closed,"('rebalance_sell',)"
smic_follower,023160.KS,태광,2023-11-01,2024-03-01,121,4,1,43,43,14699.55,13028.02,-71875.96,,,closed,"('rebalance_sell',)"
smic_follower,032640.KS,LG유플러스,2023-11-01,2024-03-01,121,2,1,52,52,10291.69,10294.73,158.08,,,closed,"('rebalance_sell',)"
smic_follower,036420.KS,제이콘텐트리,2023-11-01,2024-03-01,121,3,2,55,55,12809.05,13536.77,40024.49,,,closed,"('rebalance_sell',)"
smic_follower,041830.KQ,인바디,2023-11-01,2024-03-01,121,2,2,23,23,21683.65,27077.0,124047.08,,,closed,"('rebalance_sell',)"
smic_follower,043650.KQ,국순당,2023-11-01,2024-03-01,121,1,2,99,99,4878.17,5974.22,108509.23,,,closed,"('rebalance_sell',)"
smic_follower,044490.KQ,태웅,2023-11-01,2024-03-01,121,2,1,36,36,15425.02,16150.35,26111.86,,,closed,"('rebalance_sell',)"
smic_follower,047810.KS,한국항공우주,2023-11-01,2024-03-01,121,1,1,10,10,45729.71,51174.37,54446.57,,,closed,"('rebalance_sell',)"
smic_follower,053030.KQ,바이넥스,2023-11-01,2024-03-01,121,1,4,65,65,7384.8,10619.01,210223.61,,,closed,"('rebalance_sell',)"
smic_follower,054210.KQ,이랜텍,2023-11-01,2024-03-01,121,3,2,63,63,8676.91,8950.41,17230.53,,,closed,"('rebalance_sell',)"
smic_follower,054780.KQ,키이스트,2023-11-01,2024-03-01,121,2,2,91,91,6302.56,6617.6,28668.98,,,closed,"('rebalance_sell',)"
smic_follower,060150.KQ,인선이엔티,2023-11-01,2024-03-01,121,3,1,75,75,7257.11,7092.59,-12339.54,,,closed,"('rebalance_sell',)"
smic_follower,067160.KQ,아프리카TV,2023-11-01,2024-01-09,69,1,1,7,7,63341.15,106538.44,302381.06,,,closed,"('target_hit',)"
smic_follower,068270.KS,셀트리온,2023-11-01,2024-03-01,121,1,1,3,3,136902.13,164157.42,81765.9,,,closed,"('rebalance_sell',)"
smic_follower,075580.KS,시그넷이브이,2023-11-01,2024-03-01,121,2,3,116,116,4405.36,5909.46,174475.09,,,closed,"('rebalance_sell',)"
smic_follower,089600.KQ,나스미디어,2023-11-01,2024-03-01,121,1,1,24,24,19562.71,23891.35,103887.29,,,closed,"('rebalance_sell',)"
smic_follower,089860.KQ,롯데렌탈,2023-11-01,2024-03-01,121,3,1,20,20,25824.28,26933.88,22191.99,,,closed,"('rebalance_sell',)"
smic_follower,089890.KQ,코세스,2023-11-01,2024-01-25,85,2,2,56,56,8931.52,18427.62,531781.6,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,099430.KQ,바이오플러스,2023-11-01,2024-03-01,121,4,1,77,77,6607.8,6883.1,21198.29,,,closed,"('rebalance_sell',)"
smic_follower,100840.KQ,SNT에너지,2023-11-01,2024-03-01,121,2,3,75,75,6796.86,7539.71,55713.89,,,closed,"('rebalance_sell',)"
smic_follower,114810.KQ,아이원스,2023-11-01,2024-03-01,121,2,3,64,64,8595.58,11709.53,199292.78,,,closed,"('rebalance_sell',)"
smic_follower,119610.KQ,인터로조,2023-11-01,2024-03-01,121,2,1,18,18,30019.5,28529.96,-26811.8,,,closed,"('rebalance_sell',)"
smic_follower,148150.KQ,세경하이테크,2023-11-01,2024-03-01,121,2,3,137,137,3658.65,7464.96,521463.61,,,closed,"('rebalance_sell',)"
smic_follower,159010.KQ,아스플로,2023-11-01,2024-03-01,121,2,2,65,65,8604.67,10076.65,95678.64,,,closed,"('rebalance_sell',)"
smic_follower,170790.KQ,파이오링크,2023-11-01,2024-03-01,121,4,1,51,51,11851.62,11820.98,-1562.74,,,closed,"('rebalance_sell',)"
smic_follower,182360.KQ,큐브엔터,2023-11-01,2024-03-01,121,2,2,34,34,14599.78,16429.66,62216.11,,,closed,"('rebalance_sell',)"
smic_follower,1833.HK,Ping An Healthcare & Technology,2023-11-01,2024-05-01,182,5,2,1592,1592,2159.24,2030.8,-204485.42,,,closed,"('rebalance_sell',)"
smic_follower,189300.KQ,인텔리안테크,2023-11-01,2024-03-01,121,3,1,9,9,67165.86,54665.79,-112500.57,,,closed,"('rebalance_sell',)"
smic_follower,194480.KQ,데브시스터즈,2023-11-01,2024-03-01,121,4,1,13,13,47361.54,41398.37,-77521.24,,,closed,"('rebalance_sell',)"
smic_follower,200710.KQ,에이디테크놀로지,2023-11-01,2024-03-01,121,2,3,25,25,23042.97,34774.63,293291.43,,,closed,"('rebalance_sell',)"
smic_follower,210980.KS,SK디앤디,2023-11-01,2024-03-01,121,3,2,21,21,27370.16,31948.71,96149.57,,,closed,"('rebalance_sell',)"
smic_follower,215000.KQ,골프존,2023-11-01,2024-03-01,121,2,1,6,6,86522.88,78208.0,-49889.28,,,closed,"('rebalance_sell',)"
smic_follower,228670.KQ,레이,2023-11-01,2024-03-01,121,3,2,32,32,19484.53,17031.94,-78483.11,,,closed,"('rebalance_sell',)"
smic_follower,237690.KQ,에스티팜,2023-11-01,2024-03-01,121,2,1,8,8,67643.95,63444.24,-33597.62,,,closed,"('rebalance_sell',)"
smic_follower,248070.KS,솔루엠,2023-11-01,2024-03-01,121,4,1,20,20,29771.84,28879.1,-17854.81,,,closed,"('rebalance_sell',)"
smic_follower,267260.KS,HD현대일렉트릭,2023-11-01,2024-03-01,121,1,1,6,6,78751.16,124095.34,272065.08,,,closed,"('rebalance_sell',)"
smic_follower,280360.KQ,롯데웰푸드,2023-11-01,2024-03-01,121,1,1,4,4,117276.19,130878.69,54410.0,,,closed,"('rebalance_sell',)"
smic_follower,284740.KS,쿠쿠홈시스,2023-11-01,2024-03-01,121,3,2,27,27,20737.55,20100.65,-17196.14,,,closed,"('rebalance_sell',)"
smic_follower,285490.KQ,노바텍,2023-11-01,2024-03-01,121,2,1,25,25,22612.69,20798.94,-45343.81,,,closed,"('rebalance_sell',)"
smic_follower,293490.KQ,카카오게임즈,2023-11-01,2024-03-01,121,3,2,23,23,23630.57,23511.84,-2730.7,,,closed,"('rebalance_sell',)"
smic_follower,294570.KQ,쿠콘,2023-11-01,2024-03-01,121,2,2,27,27,18565.77,19189.93,16852.32,,,closed,"('rebalance_sell',)"
smic_follower,298020.KQ,효성티앤씨,2023-11-01,2024-03-01,121,1,1,1,1,360234.03,289289.78,-70944.24,,,closed,"('rebalance_sell',)"
smic_follower,310200.KQ,애니플러스,2023-11-01,2024-03-01,121,3,1,170,170,3488.62,3461.5,-4609.97,,,closed,"('rebalance_sell',)"
smic_follower,316140.KS,우리금융지주,2023-11-01,2024-02-02,93,2,3,43,43,12122.29,14569.58,105233.3,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,322000.KS,현대에너지솔루션,2023-11-01,2024-03-01,121,2,2,24,24,22270.72,23600.39,31912.21,,,closed,"('rebalance_sell',)"
smic_follower,344820.KQ,케이씨씨글라스,2023-11-01,2024-03-01,121,3,1,13,13,40472.45,40949.47,6201.27,,,closed,"('rebalance_sell',)"
smic_follower,348370.KQ,엔켐,2023-11-01,2024-02-01,92,1,3,9,9,50032.5,156360.57,956952.63,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,352820.KS,하이브,2023-11-01,2024-03-01,121,1,1,2,2,230649.84,198612.4,-64074.89,,,closed,"('rebalance_sell',)"
smic_follower,353810.KQ,이지바이오,2023-11-01,2024-03-01,121,2,2,168,168,3164.91,3542.64,63458.43,,,closed,"('rebalance_sell',)"
smic_follower,363250.KQ,진시스템,2023-11-01,2024-03-01,121,4,1,74,74,10892.75,6085.06,-355769.15,,,closed,"('rebalance_sell',)"
smic_follower,363280.KS,티와이홀딩스,2023-11-01,2024-03-01,121,4,1,130,130,5016.95,3790.69,-159413.52,,,closed,"('rebalance_sell',)"
smic_follower,366030.KQ,공구우먼,2023-11-01,2024-03-01,121,3,2,89,89,5884.5,5780.98,-9213.37,,,closed,"('rebalance_sell',)"
smic_follower,368600.KQ,아이씨에이치,2023-11-01,2024-03-01,121,3,2,131,131,4266.59,6056.89,234528.94,,,closed,"('rebalance_sell',)"
smic_follower,376980.KQ,원티드랩,2023-11-01,2024-03-01,121,3,2,70,70,9376.09,9400.92,1738.04,,,closed,"('rebalance_sell',)"
smic_follower,403870.KQ,HPSP,2023-11-01,2024-03-01,121,2,2,15,15,33448.4,50466.1,255265.61,,,closed,"('rebalance_sell',)"
smic_follower,408920.KQ,메쎄이상,2023-11-01,2024-03-01,121,4,1,225,225,2772.16,2414.07,-80568.71,,,closed,"('rebalance_sell',)"
smic_follower,453340.KQ,현대그린푸드,2023-11-01,2024-03-01,121,3,2,46,46,11671.5,11701.71,1389.71,,,closed,"('rebalance_sell',)"
smic_follower,950170.KQ,JTC,2023-11-01,2024-03-01,121,2,2,149,149,3563.05,4440.17,130690.88,,,closed,"('rebalance_sell',)"
smic_follower,001120.KS,LX인터내셔널,2023-12-01,2023-12-04,3,1,1,16,16,29619.24,29527.51,-1467.73,,,closed,"('target_hit',)"
smic_follower,1211.HK,BYD,2023-12-01,2024-04-01,122,4,1,294,294,11095.04,11565.5,138314.79,,,closed,"('rebalance_sell',)"
smic_follower,131970.KQ,두산테스나,2023-12-01,2024-03-01,91,3,1,12,12,55752.89,42595.43,-157889.52,,,closed,"('rebalance_sell',)"
smic_follower,375500.KS,DL이앤씨,2023-12-01,2024-03-01,91,2,2,15,15,37434.32,37720.73,4296.12,,,closed,"('rebalance_sell',)"
smic_follower,440110.KQ,파두,2023-12-01,2024-03-01,91,2,2,28,28,19748.54,21048.33,36393.88,,,closed,"('rebalance_sell',)"
smic_follower,BESI.AS,BE Semiconductor Industries N.V.,2023-12-01,2024-02-08,69,1,1,2,2,185513.02,218648.43,66270.81,,,closed,"('target_hit',)"
smic_follower,VRT,Vertiv Holdings Co.,2023-12-01,2024-02-02,63,1,2,8,8,58569.28,81194.19,180999.23,,,closed,"('rebalance_sell', 'target_hit')"
smic_follower,005290.KS,동진쎄미켐,2024-01-02,2024-03-01,59,2,1,14,14,41026.65,37108.9,-54848.6,,,closed,"('rebalance_sell',)"
smic_follower,006060.KS,화승인더,2024-01-02,2024-03-01,59,2,1,161,161,3411.1,3222.09,-30430.35,,,closed,"('rebalance_sell',)"
smic_follower,025980.KS,아난티,2024-01-02,2024-03-01,59,2,1,89,89,6557.74,6274.6,-25200.15,,,closed,"('rebalance_sell',)"
smic_follower,192820.KS,코스맥스,2024-01-02,2024-03-01,59,1,1,4,4,122979.89,107336.48,-62573.64,,,closed,"('rebalance_sell',)"
smic_follower,4689.T,Z-holdings,2024-02-01,2025-01-02,336,5,7,3370,3370,3581.78,3489.28,-311721.19,,,closed,"('rebalance_sell',)"
smic_follower,4751.T,Cyber Agent,2024-02-01,2025-01-02,336,6,6,1338,1338,9020.62,9034.92,19137.58,,,closed,"('rebalance_sell',)"
smic_follower,LLY,Eli Lilly & Co.,2024-03-01,2024-03-04,3,1,1,3,3,1044965.44,1051863.15,20693.11,,,closed,"('target_hit',)"
smic_follower,LONN.SW,Lonza Group AG,2024-03-01,2024-03-04,3,1,1,4,4,703209.57,696451.04,-27034.14,,,closed,"('target_hit',)"
smic_follower,000210.KS,DL,2024-04-01,2024-05-01,30,1,1,12,12,53734.91,53269.22,-5588.24,,,closed,"('rebalance_sell',)"
smic_follower,000640.KS,동아쏘시오홀딩스,2024-04-01,2024-05-01,30,1,1,5,5,112241.83,103901.77,-41700.32,,,closed,"('rebalance_sell',)"
smic_follower,000660.KS,SK하이닉스,2024-04-01,2024-04-02,1,1,1,3,3,185620.59,185843.75,669.47,,,closed,"('target_hit',)"
smic_follower,001530.KS,DI동일,2024-04-01,2024-05-01,30,1,1,26,26,24914.14,23253.57,-43174.94,,,closed,"('rebalance_sell',)"
smic_follower,004020.KS,현대제철,2024-04-01,2024-05-01,30,1,1,20,20,32671.22,32270.77,-8009.02,,,closed,"('rebalance_sell',)"
smic_follower,005290.KS,동진쎄미켐,2024-04-01,2024-05-01,30,1,1,13,13,50132.57,43293.71,-88905.13,,,closed,"('rebalance_sell',)"
smic_follower,005850.KS,에스엘,2024-04-01,2024-05-01,30,1,1,20,20,32020.8,33567.59,30935.76,,,closed,"('rebalance_sell',)"
smic_follower,006060.KS,화승인더,2024-04-01,2024-05-01,30,1,1,187,187,3497.27,4094.95,111765.18,,,closed,"('rebalance_sell',)"
smic_follower,006260.KS,LS,2024-04-01,2024-05-01,30,1,1,5,5,110271.64,137761.79,137450.76,,,closed,"('rebalance_sell',)"
smic_follower,006650.KS,대한유화,2024-04-01,2024-05-01,30,1,1,4,4,138089.71,136065.95,-8095.03,,,closed,"('rebalance_sell',)"
smic_follower,007210.KS,벽산,2024-04-01,2024-05-01,30,1,1,282,282,2316.5,2244.49,-20308.29,,,closed,"('rebalance_sell',)"
smic_follower,007690.KS,국도화학,2024-04-01,2024-05-01,30,1,1,17,17,37257.21,36028.05,-20895.69,,,closed,"('rebalance_sell',)"
smic_follower,009830.KS,한화솔루션,2024-04-01,2024-05-01,30,1,1,22,22,29068.88,25537.3,-77694.75,,,closed,"('rebalance_sell',)"
smic_follower,010950.KS,S-OIL,2024-04-01,2024-05-01,30,1,1,8,8,78050.71,72521.96,-44230.0,,,closed,"('rebalance_sell',)"
smic_follower,017650.KS,대림제지,2024-04-01,2024-05-01,30,1,1,77,77,8475.51,8169.94,-23528.4,,,closed,"('rebalance_sell',)"
smic_follower,023160.KS,태광,2024-04-01,2024-05-01,30,1,1,52,52,12408.06,12419.51,595.33,,,closed,"('rebalance_sell',)"
smic_follower,025980.KS,아난티,2024-04-01,2024-05-01,30,1,1,100,100,6514.23,6364.38,-14985.68,,,closed,"('rebalance_sell',)"
smic_follower,032640.KS,LG유플러스,2024-04-01,2024-05-01,30,1,1,65,65,9986.49,9825.88,-10439.69,,,closed,"('rebalance_sell',)"
smic_follower,036420.KS,제이콘텐트리,2024-04-01,2024-05-01,30,1,1,45,45,14399.35,13397.11,-45101.02,,,closed,"('rebalance_sell',)"
smic_follower,041830.KQ,인바디,2024-04-01,2024-05-01,30,1,1,22,22,29469.14,29677.14,4575.93,,,closed,"('rebalance_sell',)"
smic_follower,043650.KQ,국순당,2024-04-01,2024-05-01,30,1,1,115,115,5663.68,5466.58,-22666.51,,,closed,"('rebalance_sell',)"
smic_follower,044490.KQ,태웅,2024-04-01,2024-05-01,30,1,1,33,33,19652.77,22345.14,88848.35,,,closed,"('rebalance_sell',)"
smic_follower,047810.KS,한국항공우주,2024-04-01,2024-05-01,30,1,1,12,12,52133.87,51673.14,-5528.74,,,closed,"('rebalance_sell',)"
smic_follower,053030.KQ,바이넥스,2024-04-01,2024-05-01,30,1,1,43,43,15179.86,13975.69,-51779.42,,,closed,"('rebalance_sell',)"
smic_follower,054210.KQ,이랜텍,2024-04-01,2024-05-01,30,1,1,75,75,8685.64,7850.73,-62618.74,,,closed,"('rebalance_sell',)"
smic_follower,054780.KQ,키이스트,2024-04-01,2024-05-01,30,1,1,104,104,6274.08,5755.87,-53893.51,,,closed,"('rebalance_sell',)"
smic_follower,060150.KQ,인선이엔티,2024-04-01,2024-05-01,30,1,1,94,94,6894.48,6533.96,-33888.89,,,closed,"('rebalance_sell',)"
smic_follower,068270.KS,셀트리온,2024-04-01,2024-05-01,30,1,1,3,3,172364.73,172653.05,864.97,,,closed,"('rebalance_sell',)"
smic_follower,075580.KS,시그넷이브이,2024-04-01,2024-05-01,30,1,1,101,101,6434.18,7032.73,60453.99,,,closed,"('rebalance_sell',)"
smic_follower,089600.KQ,나스미디어,2024-04-01,2024-05-01,30,1,1,31,31,20663.42,18863.69,-55791.79,,,closed,"('rebalance_sell',)"
smic_follower,089860.KQ,롯데렌탈,2024-04-01,2024-05-01,30,1,1,23,23,27617.94,27133.39,-11144.78,,,closed,"('rebalance_sell',)"
smic_follower,099430.KQ,바이오플러스,2024-04-01,2024-05-01,30,1,1,94,94,6964.52,6424.23,-50787.85,,,closed,"('rebalance_sell',)"
smic_follower,100840.KQ,SNT에너지,2024-04-01,2024-05-01,30,1,1,67,67,9739.66,10753.6,67933.92,,,closed,"('rebalance_sell',)"
smic_follower,119610.KQ,인터로조,2024-04-01,2024-05-01,30,1,1,22,22,29419.11,24839.02,-100762.04,,,closed,"('rebalance_sell',)"
smic_follower,131970.KQ,두산테스나,2024-04-01,2024-05-01,30,1,1,13,13,49031.85,48929.88,-1325.72,,,closed,"('rebalance_sell',)"
smic_follower,148150.KQ,세경하이테크,2024-04-01,2024-05-01,30,1,1,67,67,9686.29,9616.39,-4683.39,,,closed,"('rebalance_sell',)"
smic_follower,159010.KQ,아스플로,2024-04-01,2024-05-01,30,1,1,58,58,11217.29,11222.45,299.35,,,closed,"('rebalance_sell',)"
smic_follower,170790.KQ,파이오링크,2024-04-01,2024-05-01,30,1,1,48,48,13478.76,14374.71,43005.75,,,closed,"('rebalance_sell',)"
smic_follower,182360.KQ,큐브엔터,2024-04-01,2024-05-01,30,1,1,40,40,16310.6,14703.9,-64267.79,,,closed,"('rebalance_sell',)"
smic_follower,189300.KQ,인텔리안테크,2024-04-01,2024-05-01,30,1,1,10,10,61339.85,63643.75,23039.03,,,closed,"('rebalance_sell',)"
smic_follower,192820.KS,코스맥스,2024-04-01,2024-05-01,30,1,1,5,5,130084.51,139756.89,48361.91,,,closed,"('rebalance_sell',)"
smic_follower,194480.KQ,데브시스터즈,2024-04-01,2024-05-01,30,1,1,13,13,49832.37,47882.45,-25349.05,,,closed,"('rebalance_sell',)"
smic_follower,200710.KQ,에이디테크놀로지,2024-04-01,2024-05-01,30,1,1,16,16,39425.61,39902.04,7622.82,,,closed,"('rebalance_sell',)"
smic_follower,210980.KS,SK디앤디,2024-04-01,2024-05-01,30,1,1,53,53,12197.92,12150.17,-2530.94,,,closed,"('rebalance_sell',)"
smic_follower,215000.KQ,골프존,2024-04-01,2024-05-01,30,1,1,7,7,84154.67,78008.49,-43023.3,,,closed,"('rebalance_sell',)"
smic_follower,228670.KQ,레이,2024-04-01,2024-05-01,30,1,1,39,39,16730.87,13367.18,-131183.76,,,closed,"('rebalance_sell',)"
smic_follower,237690.KQ,에스티팜,2024-04-01,2024-05-01,30,1,1,7,7,90158.57,93171.26,21088.83,,,closed,"('rebalance_sell',)"
smic_follower,248070.KS,솔루엠,2024-04-01,2024-05-01,30,1,1,25,25,26016.9,26235.59,5467.22,,,closed,"('rebalance_sell',)"
smic_follower,267260.KS,HD현대일렉트릭,2024-04-01,2024-04-02,1,1,1,3,3,181617.99,181554.28,-191.13,,,closed,"('target_hit',)"
