trial_number,train_rank,accepted,admission_status,excess_return_vs_best_benchmark,label,persona_name,min_target_upside_at_pub,max_target_upside_at_pub,target_hit_multiplier,require_mtt,min_price_vs_52w_low,max_pct_below_52w_high,min_ma200_1m_return,max_positions,universe,top_up_cadence,stop_loss_pct,take_profit_pct,report_age_stop_days,source_trial_number,selection_rank,train_money_weighted_return,train_score,train_max_drawdown,train_trade_count,train_open_positions,full_money_weighted_return,full_net_profit_krw,full_final_equity_krw,full_max_drawdown,full_trade_count,full_open_positions
133,378,True,accepted,0.1035,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.5,1.1,True,0.1,0.2,0.05,20,domestic,monthly,0.1,2.75,365,,,-0.0962,-0.1853,0.2547,51,1,0.5274,290588995.6965,392588995.6965,0.2575,86,1
37,379,False,below_benchmark,-0.3471,SMIC MTT Strategy,smic_mtt_strategy,0.1,1.75,1.05,True,0.2,0.95,0.02,40,domestic,monthly,0.1,0.75,180,,,-0.1198,-0.1883,0.1956,61,2,0.0769,22350322.5194,124350322.5194,0.2394,106,1
13,380,False,below_benchmark,-0.1712,SMIC MTT Strategy,smic_mtt_strategy,0.8,3.5,1.0,True,0.8,0.4,-0.05,15,all,quarterly,0.25,2.25,730,,,-0.0702,-0.1894,0.3406,24,1,0.2527,93951218.586,195951218.586,0.3797,54,2
175,381,True,accepted,0.0541,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.5,1.1,True,0.0,0.3,0.05,15,domestic,monthly,0.15,3.0,365,,,-0.1088,-0.1919,0.2373,46,2,0.4781,245384529.8933,347384529.8933,0.2373,84,3
220,382,False,duplicate_behavior,0.0541,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.0,0.3,0.05,15,domestic,deposit_only,0.15,3.0,365,,,-0.1088,-0.1919,0.2373,46,2,0.4781,245384529.8933,347384529.8933,0.2373,84,3
254,383,False,duplicate_behavior,0.0541,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.25,0.05,15,domestic,deposit_only,0.15,3.0,365,,,-0.1088,-0.1919,0.2373,46,2,0.4781,245384529.8933,347384529.8933,0.2373,84,3
276,384,False,duplicate_behavior,0.0541,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.25,0.05,15,domestic,deposit_only,0.15,2.75,365,,,-0.1088,-0.1919,0.2373,46,2,0.4781,245384529.8933,347384529.8933,0.2373,84,3
148,385,True,accepted,0.0527,SMIC MTT Strategy,smic_mtt_strategy,0.05,5.0,1.1,True,0.0,0.25,0.05,10,domestic,monthly,0.15,3.0,730,,,-0.1125,-0.1954,0.2369,51,2,0.4767,244140574.5138,346140574.5138,0.2369,88,3
296,386,False,duplicate_behavior,0.0527,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.75,1.1,True,0.0,0.35,0.05,15,domestic,deposit_only,0.15,3.0,365,,,-0.1125,-0.1954,0.2369,51,2,0.4767,244140574.5138,346140574.5138,0.2369,88,3
325,387,False,below_benchmark,-0.4089,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.25,1.1,True,0.1,0.15,0.04,20,all,monthly,0.15,2.75,730,,,-0.1083,-0.1978,0.2555,53,3,0.0151,4023987.4442,106023987.4442,0.4201,113,2
45,388,False,below_benchmark,-0.0957,SMIC MTT Strategy,smic_mtt_strategy,0.1,1.5,1.1,True,0.3,0.8,0.02,25,all,monthly,0.15,0.75,180,,,-0.1275,-0.2025,0.2143,79,4,0.3282,135868410.3403,237868410.3403,0.3086,162,2
7,389,False,below_benchmark,-0.3989,SMIC MTT Strategy,smic_mtt_strategy,0.45,1.0,0.85,True,0.1,0.55,0.05,10,domestic,deposit_only,0.2,1.75,365,,,-0.1187,-0.2027,0.2398,24,1,0.025,6775513.4699,108775513.4699,0.3007,42,1
368,390,False,below_benchmark,-0.0317,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.04,20,domestic,monthly,0.15,2.75,730,,,-0.1518,-0.2233,0.2043,55,3,0.3923,177974273.9009,279974273.9009,0.2539,92,3
17,391,False,below_benchmark,-0.1893,SMIC MTT Strategy,smic_mtt_strategy,0.4,1.0,1.0,True,0.7,0.3,0.0,30,all,quarterly,0.15,3.0,365,,,-0.1394,-0.2269,0.2499,48,2,0.2347,85023106.9486,187023106.9486,0.2499,101,0
29,392,False,below_benchmark,-0.5571,SMIC MTT Strategy,smic_mtt_strategy,0.5,1.75,1.05,False,0.5,0.85,0.04,35,overseas,quarterly,0.2,1.0,730,,,-0.1161,-0.2301,0.1829,59,0,-0.1332,-29239472.3059,72760527.6941,0.4201,128,3
315,393,False,below_benchmark,-0.2609,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,0.9,True,0.0,0.2,0.04,20,all,monthly,0.15,2.75,730,,,-0.1478,-0.2374,0.256,66,3,0.1631,53418771.7913,155418771.7913,0.256,141,6
382,394,False,below_benchmark,-0.2914,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,0.85,True,0.1,0.2,0.05,20,all,monthly,0.2,2.75,730,,,-0.1128,-0.2412,0.3666,49,2,0.1326,41625595.866,143625595.866,0.3666,109,1
38,395,False,below_benchmark,-0.4731,SMIC MTT Strategy,smic_mtt_strategy,0.35,2.0,1.1,True,0.0,0.6,0.05,35,all,quarterly,0.05,0.75,180,,,-0.1276,-0.2493,0.2049,46,0,-0.0491,-12036451.5414,89963548.4586,0.2519,96,0
208,396,False,below_benchmark,-0.2002,SMIC MTT Strategy,smic_mtt_strategy,0.55,4.75,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,-0.1695,-0.2567,0.2492,27,1,0.2238,79835033.7871,181835033.7871,0.398,76,2
294,397,False,below_benchmark,-0.2002,SMIC MTT Strategy,smic_mtt_strategy,0.55,4.75,1.1,True,0.0,0.25,0.05,15,all,deposit_only,0.15,3.0,365,,,-0.1695,-0.2567,0.2492,27,1,0.2238,79835033.7871,181835033.7871,0.398,76,2
14,398,False,below_benchmark,-0.3569,SMIC MTT Strategy,smic_mtt_strategy,0.55,1.5,1.1,True,0.8,0.8,0.01,25,all,quarterly,0.15,2.25,365,,,-0.1931,-0.2801,0.2486,29,1,0.0671,19243944.9728,121243944.9728,0.3941,86,1
2,399,False,below_benchmark,-0.2435,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.75,0.9,True,0.5,0.6,-0.03,40,domestic,monthly,0.1,0.5,1095,,,-0.1889,-0.2847,0.2736,69,2,0.1805,60563430.5727,162563430.5727,0.3614,115,1
12,400,False,below_benchmark,-0.3232,SMIC MTT Strategy,smic_mtt_strategy,0.5,1.5,1.0,True,1.0,0.4,0.0,20,all,quarterly,0.25,2.5,730,,,-0.1895,-0.3153,0.3595,30,1,0.1008,30278216.4184,132278216.4184,0.4102,77,3
