account_id,symbol,company,qty,avg_cost_krw,last_close_krw,market_value_krw,unrealized_pnl_krw,unrealized_return,holding_days,first_buy_date
all_weather,069500.KS,KODEX 200,445,39073.8406,141395.0,62920775.0,45532915.918,2.6187,1974,2021-01-04
all_weather,QQQ,NASDAQ-100,55,594228.4292,1124576.5604,61851710.8244,29169147.2185,0.8925,1974,2021-01-04
all_weather,GLD,Gold,94,350966.2176,622523.9998,58517255.9858,25526431.535,0.7737,1974,2021-01-04
all_weather,SPY,S&P 500,50,707918.4065,1147406.0191,57370300.9527,21974380.6293,0.6208,1974,2021-01-04
benchmark_gld,GLD,Gold,371,279308.3174,622523.9998,230956403.9438,127333018.1832,1.2288,1974,2021-01-04
benchmark_kodex200,069500.KS,KODEX 200,2637,39393.9504,141395.0,372858615.0,268976767.8799,2.5893,1974,2021-01-04
benchmark_qqq,QQQ,NASDAQ-100,198,523000.1738,1124576.5604,222666158.9678,119112124.5503,1.1502,1974,2021-01-04
benchmark_spy,SPY,S&P 500,165,629663.2853,1147406.0191,189321993.144,85427551.0748,0.8223,1974,2021-01-04
pit_fresh_top5,108490.KQ,로보티즈,131,316705.7487,402500.0,52727500.0,11239046.9154,0.2709,31,2026-05-01
pit_fresh_top5,LITE,Lumentum Holdings Inc,39,1127437.5678,1344995.9815,52454843.2789,8484778.1334,0.193,91,2026-03-02
