persona,symbol,company,episodes,total_buy_fills,total_sell_fills,total_holding_days,total_realized_pnl_krw,is_currently_held,current_qty,current_unrealized_pnl_krw
weak_oracle,376980.KQ,원티드랩,1,1,3,94,9680396.99,False,0,
weak_oracle,005380.KS,현대차,1,2,2,94,9548824.17,False,0,
weak_oracle,310200.KQ,애니플러스,3,4,6,303,9422930.75,False,0,
weak_oracle,322000.KS,현대에너지솔루션,4,6,7,470,9366566.83,True,574,62694684.45
weak_oracle,036930.KQ,주성엔지니어링,2,2,3,121,8722640.12,False,0,
weak_oracle,ANET,Arista Networks,2,5,6,306,8351633.34,False,0,
weak_oracle,280360.KQ,롯데웰푸드,2,3,7,330,8282985.61,False,0,
weak_oracle,453340.KQ,현대그린푸드,2,2,3,93,8184437.44,False,0,
weak_oracle,148150.KQ,세경하이테크,1,3,2,154,8123746.7,False,0,
weak_oracle,294570.KQ,쿠콘,1,4,2,273,8062512.08,False,0,
weak_oracle,006650.KS,대한유화,5,5,5,216,8058486.97,False,0,
weak_oracle,003030.KS,세아제강지주,6,8,7,470,8027834.23,True,117,11070255.75
weak_oracle,CLBT,Cellebrite DI,1,2,1,92,7917703.64,False,0,
weak_oracle,237690.KQ,에스티팜,2,4,6,277,7829128.71,False,0,
weak_oracle,316140.KS,우리금융지주,2,6,6,395,7078402.22,False,0,
weak_oracle,475960.KQ,토모큐브,1,2,3,121,7036597.2,False,0,
weak_oracle,403870.KQ,HPSP,2,5,2,214,6553261.95,False,0,
weak_oracle,BESI.AS,BE Semiconductor Industries N.V.,2,3,3,226,6420630.52,True,763,124946759.71
weak_oracle,6857.T,Advantest Corporation,1,1,1,29,6311230.41,False,0,
weak_oracle,005850.KS,에스엘,4,5,5,243,6008167.79,False,0,
weak_oracle,TS,Tenaris S.A.,3,5,3,351,5757020.17,True,3833,123820331.01
weak_oracle,348370.KQ,엔켐,2,4,5,244,5680245.76,False,0,
weak_oracle,004020.KS,현대제철,1,3,1,151,5605901.79,False,0,
weak_oracle,INMD,Inmode,4,7,6,273,5177425.11,False,0,
weak_oracle,000210.KS,DL,4,7,4,349,5059947.27,True,519,13322075.86
weak_oracle,204620.KQ,글로벌텍스프리,1,2,2,92,4965610.02,False,0,
weak_oracle,366030.KQ,공구우먼,3,5,4,273,4941783.56,False,0,
weak_oracle,028050.KS,삼성엔지니어링,4,6,5,433,4881118.62,True,3517,94385893.04
weak_oracle,263750.KQ,펄어비스,2,3,5,286,4806992.43,True,905,19461049.53
weak_oracle,035900.KQ,JYP Ent.,3,7,7,489,4400236.43,False,0,
weak_oracle,271560.KS,오리온,2,2,2,194,4147504.6,True,555,21164993.0
weak_oracle,ROKU,Roku,4,5,5,210,4036704.28,False,0,
weak_oracle,009830.KS,한화솔루션,2,4,2,244,3748940.55,False,0,
weak_oracle,099430.KQ,바이오플러스,1,1,2,59,3505962.95,False,0,
weak_oracle,025980.KS,아난티,1,1,1,62,3059037.57,False,0,
weak_oracle,FNKO,Funko Inc.,1,2,1,163,2978716.62,True,2721,3478449.98
weak_oracle,017650.KS,대림제지,1,1,2,61,2919388.33,False,0,
weak_oracle,192820.KS,코스맥스,3,4,3,185,2823235.54,False,0,
weak_oracle,328130.KQ,루닛,2,4,3,152,2811010.85,False,0,
weak_oracle,WFG,West Fraser Timber. Co. Ltd,3,6,3,183,2741255.47,False,0,
weak_oracle,067160.KQ,아프리카TV,1,4,2,184,2672675.9,False,0,
weak_oracle,119610.KQ,인터로조,1,2,4,212,2658124.27,False,0,
weak_oracle,4680.T,Round One Corp,1,2,1,62,2598151.4,False,0,
weak_oracle,033500.KQ,동성화인텍,1,1,1,32,2471531.36,False,0,
weak_oracle,218410.KQ,RFHIC,1,1,1,32,2286437.13,False,0,
weak_oracle,006260.KS,LS,3,3,3,122,2275259.55,False,0,
weak_oracle,4751.T,Cyber Agent,2,2,2,91,2232290.31,False,0,
weak_oracle,041830.KQ,인바디,4,6,5,244,1955387.7,False,0,
weak_oracle,196170.KQ,알테오젠,1,1,1,28,1942275.77,False,0,
weak_oracle,194480.KQ,데브시스터즈,4,9,5,365,1891422.77,False,0,
weak_oracle,408920.KQ,메쎄이상,2,2,2,93,1890315.0,False,0,
weak_oracle,248070.KS,솔루엠,2,2,4,183,1855830.8,False,0,
weak_oracle,348210.KQ,넥스틴,1,1,1,121,1710288.19,False,0,
weak_oracle,210980.KS,SK디앤디,2,2,5,185,1667674.4,False,0,
weak_oracle,285490.KQ,노바텍,5,7,9,558,1650913.39,True,277,148424.46
weak_oracle,052690.KS,한전기술,1,1,1,32,1600483.31,False,0,
weak_oracle,005490.KS,포스코홀딩스,1,1,2,150,1559924.81,False,0,
weak_oracle,036420.KS,제이콘텐트리,3,6,3,211,1559246.17,False,0,
weak_oracle,TSM,TSMC,3,5,5,305,1479273.73,False,0,
weak_oracle,017960.KS,한국카본,1,1,1,32,1449720.33,False,0,
weak_oracle,170790.KQ,파이오링크,3,5,5,272,1400036.7,False,0,
weak_oracle,VRT,Vertiv Holdings Co.,1,1,2,62,1380780.78,False,0,
weak_oracle,SBLK,Star Bulk Carriers,7,10,9,429,1315506.89,False,0,
weak_oracle,000640.KS,동아쏘시오홀딩스,4,4,7,272,1311939.87,False,0,
weak_oracle,114810.KQ,아이원스,1,1,1,123,1211635.85,False,0,
weak_oracle,007210.KS,벽산,1,1,4,151,1119363.14,False,0,
weak_oracle,200710.KQ,에이디테크놀로지,1,1,1,29,940417.89,False,0,
weak_oracle,363250.KQ,진시스템,1,1,1,60,905708.97,False,0,
weak_oracle,006060.KS,화승인더,1,1,1,60,879161.21,False,0,
weak_oracle,001060.KS,JW중외제약,2,4,2,122,846900.47,False,0,
weak_oracle,082740.KS,한화엔진,1,1,1,62,733251.06,False,0,
weak_oracle,298020.KQ,효성티앤씨,3,4,5,211,732545.75,False,0,
weak_oracle,004250.KS,NPC,1,1,1,121,720312.14,False,0,
weak_oracle,044490.KQ,태웅,2,2,2,61,701465.25,False,0,
weak_oracle,054780.KQ,키이스트,1,3,2,153,657199.17,False,0,
weak_oracle,053030.KQ,바이넥스,2,2,3,120,544140.24,False,0,
weak_oracle,284740.KS,쿠쿠홈시스,1,2,1,89,412939.46,False,0,
weak_oracle,068270.KS,셀트리온,2,2,2,58,400402.88,False,0,
weak_oracle,089600.KQ,나스미디어,1,2,1,92,328388.31,False,0,
weak_oracle,001120.KS,LX인터내셔널,1,1,3,196,281840.93,True,674,12084607.8
weak_oracle,036570.KS,엔씨소프트,1,2,1,62,183437.54,False,0,
weak_oracle,043650.KQ,국순당,1,1,1,30,148226.85,False,0,
weak_oracle,5726.T,"OSAKA Titanium Technologies Co.,Ltd.",1,1,1,29,22951.54,False,0,
weak_oracle,CRWV,Coreweave,1,1,1,135,20654.93,True,35,2148698.14
weak_oracle,950160.KQ,코오롱티슈진,1,2,0,135,0.0,True,309,5895892.45
weak_oracle,476830.KQ,알지노믹스,1,1,0,103,0.0,True,102,5600053.85
weak_oracle,344820.KQ,케이씨씨글라스,1,1,1,30,-30607.93,False,0,
weak_oracle,420770.KQ,기가비스,1,1,1,62,-33696.67,False,0,
weak_oracle,089860.KQ,롯데렌탈,1,1,1,30,-81450.51,False,0,
weak_oracle,IMAX,IMAX Corp,1,1,1,135,-125046.59,True,1497,640967.82
weak_oracle,008730.KS,율촌화학,2,2,2,88,-185283.31,False,0,
weak_oracle,007690.KS,국도화학,1,1,2,59,-240310.18,False,0,
weak_oracle,023160.KS,태광,2,3,1,195,-272280.31,True,572,13499973.91
weak_oracle,054210.KQ,이랜텍,1,1,1,30,-335049.25,False,0,
weak_oracle,375500.KS,DL이앤씨,2,2,4,124,-431908.61,False,0,
weak_oracle,029460.KS,케이씨,1,1,1,32,-1185835.63,False,0,
weak_oracle,078350.KS,한양디지텍,1,2,1,60,-2033420.96,False,0,
weak_oracle,002340.SZ,"GEM Co., Ltd.",3,5,5,271,-8007160.02,False,0,
