매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2023-01-03,137000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2023-01-02),휴젤,145020,KR,5.0,4,voera,2023-01-02,387000.0,2023-06-01,109100.0,149,58.32,runner_thesis_break_200MA
2020-05-18,315500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2020-05-17),CJ제일제당,097950,KR,5.0,2,voera,2020-05-17,395000.0,2023-05-02,307500.0,1079,-3.12,runner_thesis_break_200MA
2023-03-02,16990.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2023-03-01),파라다이스,034230,KR,5.0,2,star,2023-03-01,27700.0,2023-05-02,15360.0,61,79.73,runner_thesis_break_200MA
2023-04-24,17420.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2023-04-22),송원산업,004430,KR,5.0,1,star,2023-04-22,23530.0,2023-05-02,17140.0,8,95.61,runner_thesis_break_200MA
2023-02-09,77000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-02-08),파마리서치,214450,KR,5.0,6,ewha,2023-02-08,107000.0,2023-04-19,102600.0,69,32.45,목표가_절반익절
2022-10-14,8306.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),아이씨에이치,368600,KR,5.0,1,smic,2022-10-13,31100.0,2023-04-03,6177.0,171,47.84,runner_thesis_break_200MA
2022-10-14,13400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),HPSP,403870,KR,5.0,3,smic,2022-10-13,19911.91,2023-03-17,18580.0,154,37.83,목표가_절반익절
2023-02-09,100000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-02-08),에스엠,041510,KR,5.0,2,ewha,2023-02-08,135600.0,2023-03-07,135600.0,26,34.79,목표가_절반익절
2022-10-14,28626.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),KT나스미디어,089600,KR,5.0,2,smic,2022-10-13,45500.0,2023-03-02,25100.0,139,74.31,runner_thesis_break_200MA
2023-02-09,4840.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-02-08),원텍,336570,KR,5.0,2,ewha,2023-02-08,6200.0,2023-02-27,6020.0,18,23.64,목표가_절반익절
2022-08-17,22050.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16),명신산업,009900,KR,5.0,1,star,2022-08-16,26760.0,2023-02-01,16950.0,168,52.82,runner_thesis_break_200MA
2022-09-08,166000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-09-07),대웅제약,069620,KR,5.0,1,ewha,2022-09-07,225000.0,2023-02-01,151900.0,146,81.92,runner_thesis_break_200MA
2022-08-01,84900.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-07-29),HD한국조선해양,009540,KR,5.0,1,voera,2022-07-29,120000.0,2023-01-02,71600.0,154,67.66,runner_thesis_break_200MA
2022-11-01,7680.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-10-31, ewha 2022-10-07)",코엔텍,029960,KR,5.0,2,ewha|star,2022-10-07|2022-10-31,11320.0,2023-01-02,7610.0,62,96.99,runner_thesis_break_200MA
2022-10-14,73000.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13, ewha 2022-02-12, voera 2021-09-15)",SOOP,067160,KR,5.0,3,ewha|smic|voera,2021-09-15|2022-02-12|2022-10-13,185200.0|173000.0|101500.0,2023-01-02,71700.0,80,95.26,runner_thesis_break_200MA
2022-10-14,6331.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),바이오플러스,099430,KR,5.0,1,smic,2022-10-13,9149.05,2022-11-23,7890.0,40,23.88,목표가_절반익절
2021-11-04,11600.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-03),주성엔지니어링,036930,KR,5.0,4,smic,2021-11-03,26700.0,2022-11-01,11450.0,362,-1.88,runner_thesis_break_200MA
2020-06-01,7617.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-31),디바이스,187870,KR,5.0,1,smic,2020-05-31,26300.0,2022-10-04,7515.0,855,-1.93,runner_thesis_break_200MA
2022-05-13,173300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),골프존,215000,KR,5.0,1,smic,2022-05-12,268300.0,2022-10-04,109500.0,144,25.61,runner_thesis_break_200MA
2022-09-08,23400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-09-07),TKG휴켐스,069260,KR,5.0,1,ewha,2022-09-07,28188.0,2022-10-04,19050.0,26,61.85,runner_thesis_break_200MA
2020-06-01,16450.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-05-30),원익피앤이,131390,KR,5.0,1,ewha,2020-05-30,,2022-10-04,15400.0,855,86.11,runner_thesis_break_200MA
2020-01-02,4330.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18),SFA반도체,036540,KR,5.0,1,smic,2019-12-18,5500.0,2022-10-04,4265.0,1006,-2.09,runner_thesis_break_200MA
2022-05-13,8960.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),한솔아이원스,114810,KR,5.0,1,smic,2022-05-12,16450.0,2022-10-04,6180.0,144,37.12,runner_thesis_break_200MA
2022-06-09,67000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-06-08),DL,000210,KR,5.0,1,smic,2022-06-08,102000.0,2022-10-04,58000.0,117,72.1,runner_thesis_break_200MA
2020-05-07,15007.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-06),노바렉스,194700,KR,5.0,2,smic,2020-05-06,35545.0,2022-09-01,14750.0,847,95.4,runner_thesis_break_200MA
2022-03-14,160000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12),롯데칠성,005300,KR,5.0,1,ewha,2022-03-12,242000.0,2022-09-01,152500.0,171,89.48,runner_thesis_break_200MA
2020-01-02,12730.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11),NHN KCP,060250,KR,5.0,1,smic,2019-08-11,19300.0,2022-07-01,12750.0,911,-0.44,runner_thesis_break_200MA
2022-05-13,28500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),인바디,041830,KR,5.0,2,smic,2022-05-12,43000.0,2022-07-01,23900.0,49,66.71,runner_thesis_break_200MA
