매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2022-11-10,7250.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: yig 2022-11-09, ewha 2022-04-09)",제이시스메디칼,287410,KR,5.0,3,ewha|yig,2022-04-09|2022-11-09,12250.0|15100.0,2023-03-27,8400.0,137,15.17,chandelier_ATR5
2022-09-29,5750.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-09-28),아난티,025980,KR,5.0,2,voera,2022-09-28,10630.0,2023-03-15,6700.0,167,15.82,chandelier_ATR5
2022-11-01,15450.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-10-31),하이비젼시스템,126700,KR,5.0,3,star,2022-10-31,31420.0,2023-03-15,16980.0,134,9.24,chandelier_ATR5
2023-02-09,100000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-02-08),에스엠,041510,KR,5.0,2,ewha,2023-02-08,135600.0,2023-03-14,114400.0,33,13.71,chandelier_ATR5
2022-10-14,6331.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),바이오플러스,099430,KR,5.0,1,smic,2022-10-13,9149.05,2023-03-13,6780.0,150,6.45,chandelier_ATR5
2023-01-03,137000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2023-01-02),휴젤,145020,KR,5.0,4,voera,2023-01-02,387000.0,2023-02-13,140000.0,41,1.58,chandelier_ATR5
2022-11-14,90100.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-11-13),S-Oil,010950,KR,5.0,4,smic,2022-11-13,122500.0,2023-01-06,77100.0,53,-14.94,chandelier_ATR5
2022-11-25,79200.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: kuvic 2022-11-24, star 2022-08-16, yig 2022-05-18, voera 2021-05-14, ewha 2020-08-22)",씨에스윈드,112610,KR,5.0,6,ewha|kuvic|star|voera|yig,2020-08-22|2021-05-14|2022-05-18|2022-08-16|2022-11-24,107000.0|90900.0|79200.0|66210.0|113000.0,2023-01-05,65000.0,41,-18.42,chandelier_ATR5
2022-11-01,7680.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-10-31, ewha 2022-10-07)",코엔텍,029960,KR,5.0,2,ewha|star,2022-10-07|2022-10-31,11320.0,2023-01-03,7340.0,63,-5.0,chandelier_ATR5
2022-11-14,11950.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-11-13),우리금융지주,316140,KR,5.0,1,smic,2022-11-13,14700.0,2023-01-02,11600.0,49,-3.51,chandelier_ATR5
