매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2023-04-10,11710.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-04-08) · 12개월 고정 보유,아비코전자,036010,KR,5.0,1,ewha,2023-04-08,15070.0,2024-04-11,11970.0,367,1.61,12개월_만기
2023-04-10,15650.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-04-08) · 12개월 고정 보유,텔레칩스,054450,KR,5.0,1,ewha,2023-04-08,22310.0,2024-04-11,26100.0,367,65.77,12개월_만기
2023-04-10,15282.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-04-08) · 12개월 고정 보유,하나마이크론,067310,KR,5.0,1,ewha,2023-04-08,24600.0,2024-04-11,25516.0,367,65.97,12개월_만기
2023-04-10,8630.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-04-08) · 12개월 고정 보유,레이크머티리얼즈,281740,KR,5.0,1,ewha,2023-04-08,10900.0,2024-04-11,24300.0,367,179.89,12개월_만기
2023-02-15,27250.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2023-02-14, smic 2022-12-08) · 12개월 고정 보유",삼성E&A,028050,KR,5.0,2,smic|star,2022-12-08|2023-02-14,33800.0|35250.0,2024-02-15,23950.0,365,-12.64,12개월_만기
2023-02-15,34250.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2023-02-14) · 12개월 고정 보유,슈피겐코리아,192440,KR,5.0,1,star,2023-02-14,72740.0,2024-02-15,32800.0,365,-4.81,12개월_만기
2023-02-15,76500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2023-02-14) · 12개월 고정 보유,레인보우로보틱스,277810,KR,5.0,1,star,2023-02-14,,2024-02-15,178500.0,365,131.94,12개월_만기
2023-02-14,81332.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2023-02-13) · 12개월 고정 보유,현대글로비스,086280,KR,5.0,1,ewha,2023-02-13,250000.0,2024-02-14,89834.0,365,9.79,12개월_만기
2022-04-18,63400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-04-16) · 12개월 고정 보유,JYP Ent.,035900,KR,5.0,3,smic,2022-04-16,92400.0,2023-04-18,88300.0,365,38.44,12개월_만기
2022-04-18,11250.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-04-16) · 12개월 고정 보유,국순당,043650,KR,5.0,1,smic,2022-04-16,13250.0,2023-04-18,6680.0,365,-40.98,12개월_만기
2022-04-18,47000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-04-16) · 12개월 고정 보유,롯데렌탈,089860,KR,5.0,1,smic,2022-04-16,63529.0,2023-04-18,26750.0,365,-43.43,12개월_만기
2022-04-18,24505.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-04-16) · 12개월 고정 보유,인터로조,119610,KR,5.0,3,smic,2022-04-16,45500.0,2023-04-18,24289.0,365,-1.48,12개월_만기
2022-04-01,46400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-31) · 12개월 고정 보유,GS건설,006360,KR,5.0,1,voera,2022-03-31,60000.0,2023-04-03,20950.0,367,-55.12,12개월_만기
2022-04-01,43850.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-31, ewha 2020-08-21) · 12개월 고정 보유",LIG아큐버,073490,KR,5.0,2,ewha|star,2020-08-21|2022-03-31,59900.0|75600.0,2023-04-03,28500.0,367,-35.4,12개월_만기
2022-03-30,41850.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-29) · 12개월 고정 보유,한전KPS,051600,KR,5.0,1,voera,2022-03-29,50200.0,2023-03-28,36400.0,363,-13.54,12개월_만기
2022-03-30,29300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-29) · 12개월 고정 보유,에이스토리,241840,KR,5.0,1,voera,2022-03-29,,2023-03-28,22500.0,363,-23.67,12개월_만기
2022-03-31,17200.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-30) · 12개월 고정 보유,한미반도체,042700,KR,5.0,1,voera,2022-03-30,40200.0,2023-03-28,20450.0,362,18.18,12개월_만기
2022-03-16,8610.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-15) · 12개월 고정 보유,아세아제지,002310,KR,5.0,1,star,2022-03-15,12418.26,2023-03-16,6710.0,365,-22.53,12개월_만기
2022-03-16,153500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-15) · 12개월 고정 보유,삼성전기,009150,KR,5.0,3,star,2022-03-15,267000.0,2023-03-16,148200.0,365,-4.03,12개월_만기
2022-03-16,46600.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-15, ewha 2021-03-10) · 12개월 고정 보유",해성디에스,195870,KR,5.0,2,ewha|star,2021-03-10|2022-03-15,53700.0|67300.0,2023-03-16,42400.0,365,-9.56,12개월_만기
2022-03-14,160000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12) · 12개월 고정 보유,롯데칠성,005300,KR,5.0,1,ewha,2022-03-12,242000.0,2023-03-14,160300.0,365,-0.41,12개월_만기
2022-03-14,49550.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12) · 12개월 고정 보유,심텍,222800,KR,5.0,2,ewha,2022-03-12,66900.0,2023-03-14,27600.0,365,-44.63,12개월_만기
2022-03-14,37050.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12) · 12개월 고정 보유,두산밥캣,241560,KR,5.0,2,ewha,2022-03-12,51300.0,2023-03-14,39200.0,365,5.17,12개월_만기
2022-02-14,41900.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12) · 12개월 고정 보유,현대건설,000720,KR,5.0,2,ewha,2022-02-12,56200.0,2023-02-14,37200.0,365,-11.75,12개월_만기
2022-02-14,140000.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12, voera 2021-09-15) · 12개월 고정 보유",SOOP,067160,KR,5.0,3,ewha|voera,2021-09-15|2022-02-12,185200.0|173000.0,2023-02-14,91300.0,365,-35.18,12개월_만기
2022-02-14,11300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12) · 12개월 고정 보유,파트론,091700,KR,5.0,2,ewha,2022-02-12,17100.0,2023-02-14,8640.0,365,-24.0,12개월_만기
2022-02-14,51400.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12, smic 2021-12-13) · 12개월 고정 보유",쿠콘,294570,KR,5.0,2,ewha|smic,2021-12-13|2022-02-12,104100.0|82900.0,2023-02-14,33100.0,365,-35.99,12개월_만기
2022-02-14,283500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12) · 12개월 고정 보유,효성화학,298000,KR,5.0,1,ewha,2022-02-12,408000.0,2023-02-14,112900.0,365,-60.41,12개월_만기
2021-04-12,24500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-04-10) · 12개월 고정 보유,에스엘,005850,KR,5.0,3,ewha,2021-04-10,,2022-04-12,23650.0,365,-4.05,12개월_만기
