source_file,school,report_type,era,report_date,filename_date,market,company,ticker,exchange,rating,rating_class,display_name,target_price,target_price_raw,report_current_price,report_current_price_raw,stated_upside_pct,first_trade_date,start_close,latest_trade_date,latest_close,return_latest_pct,direction_latest,return_30d_pct,return_90d_pct,return_180d_pct,return_365d_pct,return_ytd_pct,benchmark_return_pct,alpha_latest_pct,max_high_until_latest,max_high_return_pct,target_hit_until_latest,first_target_hit_date,days_to_target,age_days,maturity,data_issue,parse_issue,qa_flags,source_md_url,source_pdf_url
"data\markdown\smic\2018-12-31_Equity Research, 맥쿼리인프라.md",smic,company,archive,2018-12-01,2018-12-31,KR,맥쿼리인프라,088980,KRX,Buy,buy,맥쿼리인프라,12270.0,"12,270 원",9332.0,"9,370 원",31.4831,2018-12-03,9352.0,2026-06-10,10730.0,14.734816,up,-1.06929,6.287425,28.860137,27.256202,-4.622222,262.620724,-247.885908,14291.0,52.812233,True,2021-04-21,872,2748,veteran,,,,,
"data\markdown\smic\2018-12-31_Equity Research, 한솔제지.md",smic,company,archive,2018-12-01,2018-12-31,KR,한솔제지,213500,KRX,Buy,buy,한솔제지,22500.0,"22,500 원",16500.0,"16,950 원",36.3636,2018-12-03,16450.0,2026-06-10,6310.0,-61.641337,down,0.911854,8.206687,-15.805471,-11.854103,-24.067389,262.620724,-324.262061,19150.0,16.413374,False,,,2748,veteran,,,,,
"data\markdown\smic\2019-04-28_Equity Research, 인선이엔티.md",smic,company,archive,2019-04-13,2019-04-28,KR,인선이엔티,060150,KRX,Buy,buy,인선이엔티,13050.0,"13,050 원",9900.0,"9,900 원",31.8182,2019-04-15,10100.0,2026-06-10,3310.0,-67.227723,down,0.49505,-21.881188,-28.712871,-31.881188,-26.280624,244.682729,-311.910452,15000.0,48.514851,True,2021-01-25,653,2615,veteran,,,,,
"data\markdown\smic\2019-04-28_Equity Research, 케이아이엔엑스.md",smic,company,archive,2019-04-13,2019-04-28,KR,케이아이엔엑스,093320,KRX,Buy,buy,케이아이엔엑스,50100.0,"50,100 원",33600.0,"33,600 원",49.1071,2019-04-15,33250.0,2026-06-10,110900.0,233.533835,up,-0.451128,13.383459,-8.87218,74.43609,-8.422791,244.682729,-11.148895,145100.0,336.390977,True,2020-03-31,353,2615,veteran,,,,,
"data\markdown\smic\2019-04-28_Equity Research, 슈피겐코리아.md",smic,company,archive,2019-04-13,2019-04-28,KR,슈피겐코리아,192440,KRX,Buy,buy,슈피겐코리아,115977.0,"115,977 원",79000.0,"72,900 원",46.8063,2019-04-15,77700.0,2026-06-10,29100.0,-62.548263,down,-4.118404,-16.988417,-25.482625,-53.281853,31.972789,244.682729,-307.230992,82600.0,6.306306,False,,,2615,veteran,,,,,
"data\markdown\smic\2019-04-28_Equity Research, 에코프로비엠.md",smic,company,archive,2019-04-13,2019-04-28,KR,에코프로비엠,247540,KRX,Buy,buy,에코프로비엠,86830.0,"86,830 원",16308.0,"66,000 원",432.4381,2019-04-15,15789.0,2026-06-10,162200.0,927.297486,up,-11.425676,-0.785357,-23.320033,8.759263,10.641201,244.682729,682.614756,584000.0,3598.77763,True,2021-09-09,880,2615,veteran,,,,,
"data\markdown\smic\2019-04-28_Equity Research, 엠씨넥스.md",smic,company,archive,2019-04-17,2019-04-28,KR,엠씨넥스,097520,KRX,Buy,buy,엠씨넥스,30020.0,"30,020 원",21050.0,"21,050 원",42.6128,2019-04-17,21050.0,2026-06-10,20300.0,-3.562945,down,4.275534,7.60095,14.014252,42.992874,-29.636049,244.220777,-247.783722,66500.0,215.914489,True,2019-12-05,232,2611,veteran,,,,,
"data\markdown\smic\2019-05-30_Equity Research, 오뚜기.md",smic,company,archive,2019-05-04,2019-05-30,KR,오뚜기,007310,KRX,Buy,buy,오뚜기,1138700.0,"1,138,700 원",720000.0,"726,000 원",58.1528,2019-05-07,717000.0,2026-06-10,316500.0,-55.857741,down,-0.69735,-12.133891,-21.199442,-23.988842,-17.792208,255.11509,-310.972831,735000.0,2.51046,False,,,2594,veteran,,,,,
"data\markdown\smic\2019-05-30_Equity Research, 제로투세븐.md",smic,company,archive,2019-05-04,2019-05-30,KR,제로투세븐,159580,KRX,Buy,buy,제로투세븐,12280.0,"12,280 원",8100.0,"8,100 원",51.6049,2019-05-07,8190.0,2026-06-10,2520.0,-69.230769,down,28.205128,26.984127,26.984127,3.663004,-36.603774,255.11509,-324.345859,17500.0,113.675214,True,2019-06-07,34,2594,veteran,,,,,
"data\markdown\smic\2019-05-30_Equity Research, 디티앤씨.md",smic,company,archive,2019-05-04,2019-05-30,KR,디티앤씨,187220,KRX,Buy,buy,디티앤씨,15750.0,"15,750 원",10950.0,"10,950 원",43.8356,2019-05-07,11000.0,2026-06-10,2575.0,-76.590909,down,-0.454545,-19.545455,-30.181818,-44.818182,8.421053,255.11509,-331.705999,13050.0,18.636364,False,,,2594,veteran,,,,,
"data\markdown\smic\2019-05-30_Equity Research, 롯데정보통신.md",smic,company,archive,2019-05-04,2019-05-30,KR,롯데정보통신,286940,KRX,Hold,soft_buy,롯데정보통신,54143.0,"54,143 원",46700.0,"46,700 원",15.9379,2019-05-07,45600.0,2026-06-10,19430.0,-57.390351,down,-4.166667,-11.842105,-2.850877,-20.394737,0.36157,255.11509,-312.505441,53900.0,18.201754,False,,,2594,veteran,,,,,
data\markdown\ewha\2020-05-30_[200530] 피엔이솔루션(131390).md,ewha,company,archive,2019-05-08,2020-05-30,KR,202%5/30 2020 Spring Session 피엔이솔루션,131390,KRX,Buy,buy,202%5/30 2020 Spring Session 피엔이솔루션,,,12950.0,,,2019-05-08,12950.0,2022-11-28,20750.0,60.23166,up,0.0,-32.123552,-21.621622,2.316602,0.0,11.082052,49.149608,41900.0,223.552124,,,,2590,veteran,,missing_target_price,ocr_fallback;target_price_suspect,,
"data\markdown\smic\2019-08-11_Equity Research, NHN한국사이버결제.md",smic,company,archive,2019-05-18,2019-08-11,KR,NHN한국사이버결제,060250,KRX,Buy,buy,NHN한국사이버결제,19300.0,"19,300 원",7370.0,"12,850 원",161.8725,2019-05-20,7283.0,2026-06-10,14480.0,98.819168,up,38.184814,78.731292,70.863655,347.247014,-2.88397,276.06569,-177.246522,43008.0,490.525882,True,2020-04-03,321,2580,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 동양피엔에프.md",smic,company,archive,2019-05-18,2019-08-11,KR,동양피엔에프,104460,KRX,Buy,buy,동양피엔에프,12600.0,"12,600 원",8970.0,"8,970 원",40.4682,2019-05-20,8780.0,2026-06-10,9690.0,10.364465,up,-4.555809,1.708428,21.298405,12.756264,-30.487805,276.06569,-265.701226,51100.0,482.004556,True,2020-01-10,237,2580,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 콜마비앤에이치.md",smic,company,archive,2019-05-18,2019-08-11,KR,콜마비앤에이치,200130,KRX,Buy,buy,콜마비앤에이치,34500.0,"34,500 원",24000.0,"24,000 원",43.75,2019-05-20,24150.0,2026-06-10,9520.0,-60.57971,down,13.457557,0.828157,12.6294,34.782609,-25.625,276.06569,-336.6454,72900.0,201.863354,True,2020-05-08,356,2580,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 덱스터.md",smic,company,archive,2019-05-18,2019-08-11,KR,덱스터,206560,KRX,Buy,buy,덱스터,11700.0,"11,700 원",8100.0,"8,100 원",44.4444,2019-05-20,8500.0,2026-06-10,1443.0,-83.023529,down,0.235294,-28.823529,7.647059,-32.823529,-63.78921,276.06569,-359.08922,53000.0,523.529412,True,2021-07-21,795,2580,veteran,,,,,
"data\markdown\smic\2019-05-30_Equity Research, 동화기업.md",smic,company,archive,2019-05-24,2019-05-30,KR,동화기업,025900,KRX,Buy,buy,동화기업,33346.0,"33,346 원",6408.0,"16,000 원",420.3808,2019-05-24,6408.0,2026-06-10,7440.0,16.104869,up,8.754682,20.006242,13.748439,52.184769,-12.160567,277.97791,-261.873042,47742.0,645.037453,True,2021-04-26,703,2574,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 한화케미칼.md",smic,company,archive,2019-06-01,2019-08-11,KR,한화케미칼,009830,KRX,Sell,sell,한화케미칼,15850.0,"15,850",24972.0,"20,650 원",-36.5289,2019-06-03,25577.0,2026-06-10,36600.0,43.097314,up,9.21922,-18.203855,-14.892286,-23.642335,36.567164,273.857872,-230.760558,73283.0,186.519138,True,2019-06-03,2,2566,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, Adobe systems.md",smic,company,archive,2019-06-01,2019-08-11,KR,,075580,KRX,Buy,buy,075580,,,3341.0,,,2019-06-03,3240.0,2026-06-10,13790.0,325.617284,up,6.882716,-1.574074,-7.283951,-26.666667,-20.747126,273.857872,51.759412,27400.0,745.679012,,,,2566,veteran,,missing_target_price,,,
"data\markdown\smic\2019-08-11_Equity Research, 이엠텍.md",smic,company,archive,2019-06-01,2019-08-11,KR,이엠텍,091120,KRX,Buy,buy,이엠텍,19500.0,"19,500 원",14062.0,"14,400 원",38.6716,2019-06-03,13671.0,2026-06-10,4225.0,-69.095165,down,-5.712823,-29.427255,-37.641723,-39.858094,-47.775031,273.857872,-342.953037,60000.0,338.885232,True,2021-04-21,690,2566,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 알서포트.md",smic,company,archive,2019-06-01,2019-08-11,KR,알서포트,131370,KRX,Buy,buy,알서포트,5200.0,"5,200 원",3550.0,"3,550 원",46.4789,2019-06-03,3700.0,2026-06-10,1622.0,-56.162162,down,9.864865,-12.027027,-29.324324,78.918919,-33.251029,273.857872,-330.020034,23650.0,539.189189,True,2020-03-31,304,2566,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 효성첨단소재.md",smic,company,archive,2019-06-01,2019-08-11,KR,효성첨단소재,298050,KRX,Buy,buy,효성첨단소재,143300.0,"143,300 원",110000.0,"110,000 원",30.2727,2019-06-03,110000.0,2026-06-10,185800.0,68.909091,up,9.090909,23.181818,-4.090909,-24.363636,2.312775,273.857872,-204.948781,877000.0,697.272727,True,2019-08-21,81,2566,veteran,,,,,
"data\markdown\smic\2019-08-11_Equity Research, 지노믹트리.md",smic,company,archive,2019-06-19,2019-08-11,KR,지노믹트리,228760,KRX,Buy,buy,지노믹트리,332495.0,"332,495 원",22050.0,"21,900 원",1407.9138,2019-06-19,22050.0,2026-06-10,11870.0,-46.1678,down,-21.995465,-27.891156,0.226757,-14.739229,-56.757741,263.840962,-310.008763,33300.0,51.020408,False,,,2548,veteran,,,,,
data\markdown\ewha\2020-08-22_[200822] 천보(278280).md,ewha,company,modern,2019-08-05,2020-08-22,KR,278280,278280,KRX,Buy,buy,278280,,,58000.0,,30.16,2019-08-05,58000.0,2026-06-10,39650.0,-31.637931,down,24.482759,15.517241,18.965517,125.172414,-19.328586,297.067253,-328.705184,367100.0,532.931034,,,,2501,veteran,,missing_target_price,ocr_fallback;ocr_inconsistent_prices,,
"data\markdown\smic\2019-11-05_Equity Research, 동국제약.md",smic,company,modern,2019-10-12,2019-11-05,KR,동국제약,086450,KRX,Buy,buy,동국제약,90800.0,"90,800 원",12793.0,"63,700 원",609.7632,2019-10-14,12913.0,2026-06-10,18100.0,40.168822,up,8.061643,38.294742,28.994037,109.091613,5.539359,273.939247,-233.770425,36150.0,179.950438,False,,,2433,veteran,,,,,
"data\markdown\smic\2019-11-05_Equity Research, 삼양패키징.md",smic,company,modern,2019-10-12,2019-11-05,KR,삼양패키징,272550,KRX,Buy,buy,삼양패키징,23687.0,"23,687",16100.0,"16,100 원",47.1242,2019-10-14,16100.0,2026-06-10,8800.0,-45.341615,down,3.10559,-1.552795,-7.763975,26.086957,-35.341661,273.939247,-319.280862,33900.0,110.559006,True,2021-03-04,509,2433,veteran,,,,,
"data\markdown\smic\2019-11-05_Equity Research, 코윈테크.md",smic,company,modern,2019-10-12,2019-11-05,KR,코윈테크,282880,KRX,Buy,buy,코윈테크,41100.0,"41,100 원",22269.0,"26,350 원",84.5615,2019-10-14,21720.0,2026-06-10,12000.0,-44.751381,down,-1.74954,-1.887661,-5.437385,-12.725599,-25.140362,273.939247,-318.690629,43524.0,100.38674,True,2023-07-25,1382,2433,veteran,,,,,
"data\markdown\smic\2019-11-05_Equity Research, 에코마케팅.md",smic,company,modern,2019-10-13,2019-11-05,KR,에코마케팅,230360,KRX,Buy,buy,에코마케팅,52500.0,"52,500 원",16200.0,"32,400 원",224.0741,2019-10-14,16225.0,2026-06-10,16000.0,-1.386749,down,5.855162,-3.697997,-16.33282,71.64869,49.53271,273.939247,-275.325996,33150.0,104.31433,False,,,2432,veteran,,,,,
"data\markdown\smic\2019-11-05_Equity Research, 비에이치.md",smic,company,modern,2019-10-24,2019-11-05,KR,비에이치,090460,KRX,Strong Buy,buy,비에이치,45300.0,"45,300 원",24050.0,"24,050 원",88.3576,2019-10-24,24050.0,2026-06-10,24950.0,3.742204,up,-13.929314,-10.810811,-29.93763,-7.484407,54.968944,270.665401,-266.923197,43400.0,80.45738,False,,,2421,veteran,,,,,
"data\markdown\yig\2025-11-10_한국타이어앤테크놀로지 (161390, KS), 고무고무~ 타이어! (발간일 231125) YIG Research.md",yig,company,modern,2019-11-01,2025-11-10,KR,한국타이어앤테크놀로지,161390,KOSPI,Buy,buy,한국타이어앤테크놀로지,71500.0,"71,500",31650.0,"44,850",125.9084,2019-11-01,31650.0,2026-06-10,70150.0,121.64297,up,5.055292,-8.372828,-32.8594,0.0,20.325901,268.099229,-146.456259,78400.0,147.709321,True,2026-01-22,2274,2413,veteran,,,,,
"data\markdown\smic\2019-12-18_Equity Research, SK.md",smic,company,modern,2019-11-02,2019-12-18,KR,SK,034730,KRX,Buy,buy,SK,367000.0,"367,000 원",263000.0,"263,000 원",39.5437,2019-11-04,268000.0,2026-06-10,563000.0,110.074627,up,-4.477612,-12.126866,-32.089552,-31.902985,119.493177,262.908405,-152.833778,719000.0,168.283582,True,2026-02-20,2302,2412,veteran,,,,,
"data\markdown\smic\2019-12-18_Equity Research, 영풍정밀.md",smic,company,modern,2019-11-02,2019-12-18,KR,영풍정밀,036560,KRX,Buy,buy,영풍정밀,15670.0,"15,670 원",8380.0,"8,380 원",86.9928,2019-11-04,8500.0,2026-06-10,11640.0,36.941176,up,-1.294118,-7.882353,-20.705882,-11.058824,-22.760451,262.908405,-225.967228,36700.0,331.764706,True,2022-11-25,1119,2412,veteran,,,,,
"data\markdown\smic\2019-12-18_Equity Research, 비츠로셀.md",smic,company,modern,2019-11-02,2019-12-18,KR,비츠로셀,082920,KRX,Buy,buy,비츠로셀,16829.0,"16,829",6813.0,"13,500 원",147.0131,2019-11-04,6737.0,2026-06-10,45150.0,570.179605,up,-7.867003,26.970462,4.497551,30.710999,156.242906,262.908405,307.2712,67800.0,906.382663,True,2025-08-07,2105,2412,veteran,,,,,
"data\markdown\smic\2019-12-18_Equity Research, 아이티엠반도체.md",smic,company,modern,2019-11-02,2019-12-18,KR,아이티엠반도체,084850,KRX,Buy,buy,아이티엠반도체,47200.0,"47,200",,,81.54,2019-11-07,24700.0,2026-06-10,11000.0,-55.465587,down,38.663968,139.676113,140.080972,87.246964,12.474438,260.530525,-315.996112,74000.0,199.595142,True,2020-01-10,69,2412,veteran,,,,,
"data\markdown\smic\2019-12-18_Equity Research, SFA반도체.md",smic,company,modern,2019-11-10,2019-12-18,KR,SFA반도체,036540,KRX,Buy,buy,SFA반도체,5500.0,"5,500 원",3110.0,"3,110 원",76.8489,2019-11-11,3075.0,2026-06-10,6720.0,118.536585,up,16.260163,98.04878,84.715447,66.504065,46.885246,263.959154,-145.422569,11640.0,278.536585,True,2020-01-20,71,2404,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, Visa.md",smic,company,modern,2019-11-16,2019-12-24,KR,"VISA Inc(V, Nasdaq)",075580,KRX,Buy,buy,"VISA Inc(V, Nasdaq)",,,3027.0,,,2019-11-18,3011.0,2026-06-10,13790.0,357.98738,up,-0.896712,-10.993026,-28.595151,140.119562,-20.747126,257.794038,100.193342,27400.0,809.996679,,,,2398,veteran,,missing_target_price,,,
"data\markdown\smic\2019-12-24_Equity Research, Align Technology.md",smic,company,modern,2019-11-16,2019-12-24,US,Align Technology,ALGN,NASDAQ,Buy,buy,ALGN,360.76,$360.76,263.920013,$260.44,36.6929,2019-11-18,268.51001,2026-06-09,178.100006,-33.670999,down,0.558638,2.398422,-23.246811,70.295331,14.057005,137.2088,-170.8798,737.450012,174.645259,True,2020-10-22,341,2398,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, Alibaba Holdings.md",smic,company,modern,2019-11-16,2019-12-24,US,Alibaba Group,BABA,NASDAQ,Buy,buy,BABA,210.96,$ 210.96,176.158936,$ 185.08,19.7555,2019-11-18,175.323196,2026-06-09,119.699997,-31.726092,down,12.112022,18.969727,9.040676,41.292444,-18.338112,137.2088,-168.934893,303.256638,72.97006,True,2020-01-09,54,2398,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, 한온시스템.md",smic,company,modern,2019-11-30,2019-12-24,KR,한온시스템,018880,KRX,Buy,buy,한온시스템,15700.0,"15,700 원",10039.0,"10,800 원",56.3901,2019-12-02,9946.0,2026-06-10,4245.0,-57.319525,down,4.202695,-1.407601,-14.860245,44.852202,43.17032,269.556197,-326.875723,18776.0,88.779409,True,2020-11-19,355,2384,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, 노루페인트.md",smic,company,modern,2019-11-30,2019-12-24,KR,노루페인트,090350,KRX,Buy,buy,노루페인트,11755.0,"11,755 원",8130.0,"8,130 원",44.5879,2019-12-02,8140.0,2026-06-10,7380.0,-9.336609,down,0.12285,-18.550369,-9.213759,-5.405405,-13.176471,269.556197,-278.892807,16850.0,107.002457,True,2021-03-31,487,2384,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, 대정화금.md",smic,company,modern,2019-11-30,2019-12-24,KR,대정화금,120240,KRX,Buy,buy,대정화금,34000.0,"34,000 원",14850.0,"14,850 원",128.9562,2019-12-02,14600.0,2026-06-10,12940.0,-11.369863,down,2.39726,-2.739726,-4.794521,175.342466,-2.560241,269.556197,-280.92606,48850.0,234.589041,True,2020-08-25,269,2384,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, 휠라코리아.md",smic,company,modern,2019-12-05,2019-12-24,KR,휠라코리아,081660,KRX,Buy,buy,휠라코리아,69400.0,"69,400 원",52700.0,"51,600 원",31.6888,2019-12-05,52700.0,2026-06-10,39950.0,-24.193548,down,0.189753,-27.324478,-25.047438,-19.449715,-6.440281,275.147762,-299.341311,59800.0,13.472486,False,,,2379,veteran,,,,,
"data\markdown\smic\2019-12-24_Equity Research, Equinix.md",smic,company,modern,2019-12-24,2019-12-24,US,Equinix,EQIX,NASDAQ,Buy,buy,EQIX,618.28,$ 618.28,507.511932,$ 544.71,21.8257,2019-12-24,507.511932,2026-06-09,1059.839966,108.830551,up,3.972153,-14.317567,25.123314,24.520926,39.773272,129.750456,-20.919905,1123.125105,121.300236,True,2020-04-14,112,2360,veteran,,,,,
data\markdown\voera\undated_[BUY] LG생활건강.md,voera,company,modern,2020-02-28,,KR,LG생활건강,051900,KRX,Buy,buy,LG생활건강,,,1221000.0,,,2020-02-28,1221000.0,2026-06-10,231500.0,-81.040131,down,-9.172809,13.431613,24.242424,23.914824,-10.444874,289.067997,-370.108128,1784000.0,46.109746,,,,2294,veteran,,missing_target_price,,,
"data\markdown\smic\2020-05-06_Equity Research, 인텍플러스.md",smic,company,modern,2020-04-18,2020-05-06,KR,인텍플러스,064290,KRX,Buy,buy,인텍플러스,12534.0,"12,534 원",7810.0,"7,810 원",60.4866,2020-04-20,7700.0,2026-06-10,38150.0,395.454545,up,40.909091,98.051948,74.025974,255.194805,193.913713,307.236773,88.217773,48450.0,529.220779,True,2020-06-19,62,2244,veteran,,,,,
"data\markdown\smic\2020-05-06_Equity Research, 파크시스템스.md",smic,company,modern,2020-04-18,2020-05-06,KR,파크시스템스,140860,KRX,Buy,buy,파크시스템스,55993.0,"55,993 원",36050.0,"36,050 원",55.3204,2020-04-20,36600.0,2026-06-10,242500.0,562.568306,up,38.52459,60.655738,85.79235,282.786885,16.028708,307.236773,255.331533,350500.0,857.650273,True,2020-07-09,82,2244,veteran,,,,,
"data\markdown\smic\2020-05-06_Equity Research, 노바렉스.md",smic,company,modern,2020-04-18,2020-05-06,KR,노바렉스,194700,KRX,Buy,buy,노바렉스,35545.0,"35,545 원",12800.0,"24,650 원",177.6953,2020-04-20,12930.0,2026-06-10,14370.0,11.136891,up,31.531323,53.61949,52.815159,71.283836,2.642857,307.236773,-296.099882,26327.0,103.611756,False,,,2244,veteran,,,,,
"data\markdown\smic\2020-05-06_Equity Research, 에치에프알.md",smic,company,modern,2020-04-18,2020-05-06,KR,에치에프알,230240,KRX,Buy,buy,에치에프알,45900.0,"45,900 원",36723.0,"37,050 원",24.9898,2020-04-20,36475.0,2026-06-10,22750.0,-37.628513,down,-2.988348,1.765593,-18.206991,-39.136395,96.459413,307.236773,-344.865285,45494.0,24.726525,False,,,2244,veteran,,,,,
"data\markdown\smic\2020-05-06_Equity Research, 펌텍코리아.md",smic,company,modern,2020-04-18,2020-05-06,KR,펌텍코리아,251970,KRX,Buy,buy,펌텍코리아,20224.0,"20,224 원",14500.0,"14,500 원",39.4759,2020-04-20,14750.0,2026-06-10,33250.0,125.423729,up,12.542373,9.830508,1.694915,30.847458,-36.180422,307.236773,-181.813044,77000.0,422.033898,True,2021-04-08,355,2244,veteran,,,,,
"data\markdown\smic\2020-05-31_Equity Research, SKC.md",smic,company,modern,2020-05-09,2020-05-31,KR,SKC,011790,KRX,Buy,buy,SKC,70292.0,"70,292 원",47560.0,"50,600 원",47.7965,2020-05-11,46902.0,2026-06-10,124100.0,164.59426,up,17.035521,73.949938,69.741162,185.574176,26.466182,299.443009,-134.848749,195506.0,316.839367,True,2020-08-03,86,2223,veteran,,,,,
"data\markdown\smic\2020-05-31_Equity Research, 이오테크닉스.md",smic,company,modern,2020-05-09,2020-05-31,KR,이오테크닉스,039030,KRX,Buy,buy,이오테크닉스,107593.0,"107,593 원",81800.0,"81,800 원",31.5318,2020-05-11,83500.0,2026-06-10,438000.0,424.550898,up,8.502994,51.137725,15.449102,39.281437,61.029412,299.443009,125.107889,598000.0,616.167665,True,2020-07-07,59,2223,veteran,,,,,
"data\markdown\smic\2020-05-31_Equity Research, 피엔티.md",smic,company,modern,2020-05-09,2020-05-31,KR,피엔티,137400,KRX,Buy,buy,피엔티,14572.0,"14,572 원",10100.0,"10,100 원",44.2772,2020-05-11,9970.0,2026-06-10,38700.0,288.164493,up,24.874624,64.49348,122.668004,131.695085,2.925532,299.443009,-11.278516,89500.0,797.693079,True,2020-07-06,58,2223,veteran,,,,,
"data\markdown\smic\2020-05-31_Equity Research, 디바이스이엔지.md",smic,company,modern,2020-05-09,2020-05-31,KR,디바이스이엔지,187870,KRX,Buy,buy,디바이스이엔지,26300.0,"26,300 원",8435.0,"16,500 원",211.7961,2020-05-11,8256.0,2026-06-10,21900.0,165.261628,up,-2.483043,41.484981,51.078004,137.463663,209.759547,299.443009,-134.181381,30213.0,265.952035,True,2020-12-16,221,2223,veteran,,,,,
"data\markdown\smic\2020-05-31_Equity Research, 리메드.md",smic,company,modern,2020-05-09,2020-05-31,KR,리메드,302550,KRX,Buy,buy,리메드,42579.0,"42,579 원",5650.0,"28,250 원",653.6106,2020-05-11,5640.0,2026-06-10,2770.0,-50.886525,down,18.617021,2.304965,-1.06383,-0.177305,-9.771987,299.443009,-350.329534,7909.0,40.230496,False,,,2223,veteran,,,,,
data\markdown\voera\undated_[BUY] 신세계_직감보다는 데이터에 주목하라.md,voera,company,modern,2020-05-14,,KR,신세계,004170,KRX,Buy,buy,신세계,278000.0,"278,000원",238000.0,,16.8067,2020-05-14,238000.0,2026-06-10,668000.0,180.672269,up,-2.941176,-7.352941,-4.201681,29.411765,170.445344,301.609384,-120.937115,722000.0,203.361345,True,2021-02-24,286,2218,veteran,,,,,
data\markdown\voera\undated_[Buy] 제주항공 아직은 이륙할 때가 아니지만.md,voera,company,modern,2020-05-14,,KR,제주항공,089590,KRX,Buy,buy,제주항공,20000.0,"20,000원",13078.0,,52.9286,2020-05-14,13078.0,2026-06-10,4172.0,-68.099098,down,6.423,0.359382,-3.800275,57.126472,-22.883549,301.609384,-369.708482,24867.0,90.143753,True,2021-02-24,286,2218,veteran,,,,,
data\markdown\voera\undated_[BUY] CJ제일제당_사재기는 거들뿐.md,voera,company,modern,2020-05-17,,KR,CJ제일제당,097950,KRX,Buy,buy,CJ제일제당,395000.0,"395,000원",308500.0,,28.0389,2020-05-18,308000.0,2026-06-10,194600.0,-36.818182,down,9.253247,30.194805,18.993506,48.538961,-6.442308,299.090398,-335.908579,498500.0,61.850649,True,2020-07-10,54,2215,veteran,,,,,
"data\markdown\smic\2020-06-09_Equity Research, GS리테일.md",smic,company,modern,2020-05-23,2020-06-09,KR,GS리테일,007070,KRX,Buy,buy,GS리테일,52863.0,"52,863",34895.0,"40,800",51.4916,2020-05-25,37504.0,2026-06-10,23300.0,-37.873294,down,-13.683874,-27.935687,-22.234962,-16.534236,15.920398,287.587486,-325.46078,37974.0,1.2532,False,,,2209,veteran,,,,,
"data\markdown\smic\2020-06-09_Equity Research, NAVER.md",smic,company,modern,2020-05-23,2020-06-09,KR,NAVER,035420,KRX,Buy,buy,NAVER,300766.0,"300,766 원",230500.0,"230,500 원",30.4842,2020-05-25,241000.0,2026-06-10,224500.0,-6.846473,down,12.033195,29.66805,16.390041,49.377593,-7.42268,287.587486,-294.433959,465000.0,92.946058,True,2020-07-10,48,2209,veteran,,,,,
"data\markdown\smic\2020-06-09_Equity Research, 한국카카오은행.md",smic,company,modern,2020-05-23,2020-06-09,KR,한국카카오은행,075580,KRX,,soft_buy,한국카카오은행,,,2180.0,,,2020-05-25,2295.0,2026-06-10,13790.0,500.87146,up,75.294118,44.575163,214.16122,181.481481,-20.747126,287.587486,213.283973,27400.0,1093.899782,,,,2209,veteran,,,,,
"data\markdown\smic\2020-06-09_Equity Research, PayPal Holdings, Inc.md",smic,company,modern,2020-05-23,2020-06-09,US,"PayPal Holdings, Inc.",PYPL,US,Buy,buy,PYPL,193.09,193.09 USD,149.564697,148.22 USD,29.1013,2020-05-26,145.737854,2026-06-09,41.459999,-71.551661,down,15.823107,33.870739,29.863923,70.537393,-28.532698,147.53674,-219.088401,307.496938,110.993184,True,2020-07-30,68,2209,veteran,,,,,
"data\markdown\smic\2020-06-09_Equity Research, Tesla Inc.md",smic,company,modern,2020-05-23,2020-06-09,US,Tesla Inc,TSLA,NASDAQ,,soft_buy,TSLA,466.43,$466.43,54.458668,$825,756.4844,2020-05-26,54.591331,2026-06-09,396.679993,626.635497,up,21.425875,150.342546,204.853051,254.683899,-11.794007,147.53674,479.098757,498.829987,813.753105,True,2024-12-17,1669,2209,veteran,,,,,
data\markdown\ewha\2020-05-30_[200530] 이노메트리(302430).md,ewha,company,modern,2020-05-30,2020-05-30,KR,이노메트리,302430,KRX,Buy,buy,이노메트리,22700.0,"22,700원",16200.0,"16,200원",40.1235,2020-06-01,16700.0,2026-06-10,7330.0,-56.107784,down,14.97006,28.143713,15.269461,7.784431,3.677511,274.359347,-330.467131,30500.0,82.634731,True,2020-07-29,60,2202,veteran,,,,,
data\markdown\2020-06-22_equity-research-네패스-2.md,smic,company,modern,2020-06-06,2020-06-22,KR,네패스,033640,KRX,Strong Buy,buy,네패스,58383.0,"58,383 원",32000.0,"32,000 원",82.4469,2020-06-08,31400.0,2026-06-10,30600.0,-2.547771,down,-7.165605,-3.980892,0.477707,20.063694,96.153846,253.928279,-256.476049,48850.0,55.573248,False,,,2195,veteran,,,,,
