source_file,school,report_type,ocr_recovered,report_date,authored_date,filename_date,market,company,ticker,exchange,rating,target_price,target_price_raw,report_current_price,report_current_price_raw,stated_upside_pct,parse_issue,qa_flags,data_issue
data/markdown/2023-11-22_equity-research-be-semiconductor-industries-n-v.md,smic,sector,False,2023-11-22,2023-11-17,2023-11-22,,,,,Buy,229.2,Bull Case: 229.2,118.4,118.4,94.0,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2023-11-22_equity-research-lonza-group-ag.md,smic,sector,False,2023-11-22,2023-11-18,2023-11-22,,,,,Buy,465.4,465.4,353.3,353.3,32.0,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2024-05-24_equity-research-osaka-titanium-technologies-co-ltd.md,smic,sector,False,2024-05-24,2024-05-17,2024-05-24,,,,,Buy,4300.0,"4,300 엔",2490.0,"2,490 엔",72.62,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2024-11-21_equity-research-cover-corp.md,smic,sector,False,2024-11-21,2024-11-20,2024-11-21,,,,,Buy,6800.0,"6,800 엔",2584.0,"2,584 엔",163.2,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2024-11-21_equity-research-round-one-corp.md,smic,sector,False,2024-11-21,2024-11-16,2024-11-21,,,,,Buy,1400.0,"1,400 엔",1063.0,"1,063 엔",32.0,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2024-12-05_equity-research-advantest-corporation.md,smic,sector,False,2024-12-05,2024-11-29,2024-12-05,,,,,Buy,14463.0,"14,463",,,76.0,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2025-10-23_equity-research-coreweave.md,smic,company,False,2025-10-23,2025-10-17,2025-10-23,US,"CoreWeave, Inc.",CRWV,NASDAQ,Buy,,,,,,missing_target_price,,
data/markdown/2025-12-01_equity-research-jac-recruitment-co-ltd.md,smic,sector,False,2025-12-01,2025-11-22,2025-12-01,,,,,Buy,1686.0,"1,686",1108.0,"1,108",52.0,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2026-04-16_equity-research-golar-lng.md,smic,company,False,2026-04-16,2026-04-10,2026-04-16,US,Golar LNG Limited,GLNG,NASDAQ,Buy,,,,,,missing_target_price,,
data/markdown/2026-04-16_equity-research-비츠로셀-3.md,smic,sector,False,2026-04-16,2026-04-11,2026-04-16,,,,,Buy,78450.0,"78,450원",45250.0,"45,250원",73.4,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2026-05-29_equity-research-aixtron-se.md,smic,sector,False,2026-05-29,2026-05-27,2026-05-29,,,,,Buy,94.79,94.79,,,79.7,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2026-05-29_equity-research-global-unichip-corp.md,smic,sector,False,2026-05-29,2026-05-23,2026-05-29,,,,,Buy,5140.0,"5,140",5140.0,"5,140",,non_us_kr_or_unparsed_market;missing_ticker,,
data/markdown/2026-05-29_equity-research-soitec-sa.md,smic,sector,False,2026-05-29,2026-05-22,2026-05-29,,,,,Buy,482.35,482.35,166.6,166.6,189.5,non_us_kr_or_unparsed_market;missing_ticker,,
"data/markdown/smic/2013-09-18_Equity Research, DM테크놀러지.md",smic,sector,False,2007-05-12,2007-05-12,2013-09-18,,,,,Buy,6920.0,"6,920",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, Daehan Flour mills.md",smic,sector,True,2007-05-05,2007-05-05,2013-09-18,,,,,Buy,204000.0,"₩204,000",204000.0,"₩204,000",,non_us_kr_or_unparsed_market;missing_ticker,ocr_fallback;report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, ECS텔레콤.md",smic,sector,False,2008-06-21,2008-06-21,2013-09-18,,,,,Buy,6427.0,"6,427",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, S.M.ENTERTAINMENT.md",smic,sector,False,2010-10-09,2010-10-09,2013-09-18,,,,,Buy,25900.0,"25,900원",16800.0,"16,800원",54.1,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, YG-1.md",smic,sector,False,2008-11-01,2008-11-01,2013-09-18,,,,,Buy,6.973,6.973,,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 국민은행.md",smic,company,False,2007-05-26,2007-05-26,2013-09-18,KR,국민은행,060000,KRX,Buy,,,,,,missing_target_price,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 다우기술.md",smic,sector,False,2010-10-23,2010-10-23,2013-09-18,,,,,Buy,13900.0,"13,900",8640.0,"8,640",60.0,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 대한통운.md",smic,sector,False,2008-11-20,2008-11-20,2013-09-18,,,,,Buy,,,5.0,5,,non_us_kr_or_unparsed_market;missing_ticker;missing_target_price,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 동화약품공업.md",smic,company,False,2008-10-17,2008-10-17,2013-09-18,KR,동화약품,000020,KRX,Buy,,,,,,missing_target_price,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 롯데쇼핑.md",smic,sector,False,2008-11-07,2008-11-07,2013-09-18,,,,,Hold,240851.0,"240,851",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 맥쿼리인프라(MKIF).md",smic,sector,False,2009-11-07,2009-11-07,2013-09-18,,,,,Buy,7093.0,"7,093원",5110.0,"5,110원",38.81,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 메가스터디.md",smic,sector,True,2007-04-07,2007-04-07,2013-09-18,,,,,Buy,174500.0,"₩174,500",174500.0,"₩174,500",,non_us_kr_or_unparsed_market;missing_ticker,ocr_fallback;report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 모아텍.md",smic,sector,False,2010-10-21,2010-10-21,2013-09-18,,,,,Buy,13218.0,"13,218 원",8400.0,"8,400원",57.4,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 뷰웍스.md",smic,sector,False,2009-05-09,2009-05-09,2013-09-18,,,,,Buy,18120.0,"18,120",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 빙그레.md",smic,sector,False,2009-04-04,2009-04-04,2013-09-18,,,,,Buy,49986.0,"49,986",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 삼성중공업.md",smic,sector,False,2010-10-09,2010-10-09,2013-09-18,,,,,Buy,38302.0,"38,302원",31600.0,"31,600원",21.0,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 성우전자.md",smic,sector,False,2009-04-11,2009-04-11,2013-09-18,,,,,Buy,15225.0,"15,225",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 신세계.md",smic,sector,False,2007-11-16,2007-11-16,2013-09-18,,,,,Hold,711444.0,"711,444",715000.0,"715,000원",,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 아가방앤컴퍼니.md",smic,sector,False,2007-10-15,2007-10-15,2013-09-18,,,,,Neutral,28000.0,"28,000",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 아비스타.md",smic,company,False,2007-05-26,2007-05-26,2013-09-18,KR,메타랩스,090370,KRX,Buy,,,,,,missing_target_price,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 에스에너지.md",smic,sector,False,2010-11-13,2010-11-13,2013-09-18,,,,,Buy,21467.0,"21,467원",14900.0,"14,900원",44.1,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 영원무역.md",smic,sector,False,2008-11-14,2008-11-14,2013-09-18,,,,,Buy,9828.0,"9,828",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 진로의 IPO 이슈.md",smic,sector,False,2009-05-27,2009-05-27,2013-09-18,,,,,,,,,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
