source_file,school,report_type,ocr_recovered,report_date,authored_date,filename_date,market,company,ticker,exchange,rating,target_price,target_price_raw,report_current_price,report_current_price_raw,stated_upside_pct,parse_issue,qa_flags,data_issue
"data/markdown/smic/2013-09-18_Equity Research, 키움증권.md",smic,sector,False,2007-04-13,2007-04-13,2013-09-18,,,,,Buy,51719.0,"51,719",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 태광.md",smic,sector,False,2009-04-04,2009-04-04,2013-09-18,,,,,Buy,37530.0,"37,530",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 한국알콜.md",smic,sector,False,2009-05-16,2009-05-16,2013-09-18,,,,,Buy,7499.0,"7,499",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Equity Research, 한라레벨.md",smic,sector,False,2009-05-15,2009-05-15,2013-09-18,,,,,Buy,20590.0,"20,590",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, Financial_Securities.md",smic,sector,True,2007-05-19,2007-05-19,2013-09-18,,,,,Buy,52.0,52,52.0,52,,non_us_kr_or_unparsed_market;missing_ticker,ocr_fallback;report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 반도체, semiconductor.md",smic,sector,False,2007-11-10,2007-11-10,2013-09-18,,,,,Neutral,28000.0,"28,000",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 인터넷 전화의 등장과 KT.md",smic,sector,False,2008-11-07,2008-11-07,2013-09-18,,,,,,,,,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 자본시장과 금융투자업에 관한 법률.md",smic,sector,False,2009-05-02,2009-05-02,2013-09-18,,,,,,,,,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 자본시장통합법.md",smic,sector,False,2007-05-12,2007-05-12,2013-09-18,,,,,,,,,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 조선 산업.md",smic,sector,False,2011-11-04,2011-11-04,2013-09-18,,,,,Neutral,377600.0,"377,600",288500.0,"288,500",31.0,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 주가지수 선물옵션이 주식시장에 미치는 영향.md",smic,sector,False,2008-10-31,2008-10-31,2013-09-18,,,,,Buy,,,,,,non_us_kr_or_unparsed_market;missing_ticker;missing_target_price,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 통신 서비스.md",smic,company,False,2010-05-15,2010-05-15,2013-09-18,KR,SK텔레콤,017670,KRX,Buy,,,,,,missing_target_price,report_date_from_filename,
"data/markdown/smic/2013-09-18_Industry Report, 포털 산업.md",smic,sector,False,2008-05-02,2008-05-02,2013-09-18,,,,,,1111.0,1111,233000.0,"233,000원",,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
data/markdown/smic/2013-09-18_smic-4782.md,smic,sector,True,2007-10-13,2007-10-13,2013-09-18,,,,,Hold,70000.0,"70,000",,,,non_us_kr_or_unparsed_market;missing_ticker,ocr_fallback;report_date_from_filename,
data/markdown/smic/2013-09-18_smic-5021.md,smic,sector,False,2009-05-02,2009-05-02,2013-09-18,,,,,Buy,13271.0,"13,271",,,,non_us_kr_or_unparsed_market;missing_ticker,report_date_from_filename,
"data/markdown/smic/2013-09-19_Equity Research, 롯데푸드.md",smic,sector,False,2013-09-19,2013-04-12,2013-09-19,,,,,Buy,1101168.0,"1,101,168원",809000.0,"809,000원",36.0,non_us_kr_or_unparsed_market;missing_ticker,,
"data/markdown/smic/2013-09-19_Equity Research, 우리파이낸셜.md",smic,sector,False,2013-09-19,2012-11-16,2013-09-19,,,,,Buy,22714.0,"22,714원",16500.0,"16,500원",38.0,non_us_kr_or_unparsed_market;missing_ticker,,
"data/markdown/smic/2013-09-19_Equity Research, 한국콜마홀딩스.md",smic,sector,False,2013-09-19,2012-11-02,2013-09-19,,,,,Hold,12840.0,"12,840원",12400.0,"12,400원",,non_us_kr_or_unparsed_market;missing_ticker,,
